,Time [-],inflow [l/s],NH4_load [gN/h],NH4 [gN/m3],NO3 [gN/m3],NO2 [gN/m3],TS [g/l],DO [gO2/l],airflow [m3/h],level [m],temp [Â°C],pH [-],O2_Offgas [%],N2O [kgN/h],tank_nr
23,01/04/2018 07:40,79.38671,2512.833,0.8276569,1.496093,0.0,3.007741,3.023215,1040.982,5.16842,10.1,6.876006,17.44277,0.000153194,2.0
24,01/04/2018 08:00,0.6291775,15.58652,0.0857635,1.672821,0.0,3.304827,3.885653,1022.4,5.199999,10.1,6.834987,17.48525,0.000485212,2.0
25,01/04/2018 08:20,0.6534266,16.67635,0.0,1.96504,0.0,3.405075,4.59685,585.9501,5.199999,10.1,6.830001,18.69206,0.000719462,2.0
26,01/04/2018 08:40,0.9910361,25.28925,0.0,2.219473,0.0,3.335681,3.098472,600.0537,5.199999,10.1,6.849669,20.27272,6.948342e-05,2.0
27,01/04/2018 09:00,1.210174,33.93885,0.0,2.332283,0.0,3.345232,1.597429,21.01093,5.199999,10.1,6.844,20.46897,0.0,2.0
28,01/04/2018 09:20,0.4109752,12.88182,0.0,2.380001,0.0,1.955144,0.113386,0.0,5.199999,10.1,6.837956,20.85616,0.0,2.0
29,01/04/2018 09:40,0.2971317,8.90309,0.0,2.34499,0.0,0.03,0.1307574,0.0,5.199999,10.1,6.849999,20.92047,0.0,2.0
30,01/04/2018 10:00,0.894801,34.97853,0.0,2.31,0.0,0.0294405,0.1832111,0.0,5.199999,10.1,6.849999,20.75532,0.0,2.0
31,01/04/2018 10:20,0.3864383,17.57737,0.0,2.31,0.0,0.02,0.2550376,0.0,5.199999,10.1,6.849999,20.68197,0.0,2.0
32,01/04/2018 10:40,0.1854417,9.461238,0.0,2.220839,0.0,0.02,0.3382086,0.0,5.199999,10.1,6.849999,20.62214,0.0,2.0
33,01/04/2018 11:00,0.5793,34.80963,0.0,2.19,0.0,0.02,0.4216103,0.0,5.199999,10.1,6.849999,20.71741,0.0,2.0
34,01/04/2018 11:20,0.6373715,44.33215,0.0,2.068564,0.0,0.02,0.4941928,0.0,5.196233,10.1,6.831018,20.81302,0.0,2.0
35,01/04/2018 11:40,0.0,0.0,0.0,2.011139,0.0,0.03432709,0.544238,0.0,4.40414,10.1,6.848868,20.57251,0.0,2.0
36,01/04/2018 12:00,0.24981,17.33052,0.0,1.961098,0.0,0.03,0.5858157,0.0,3.743363,10.1,6.849999,20.98857,0.0,2.0
37,01/04/2018 12:20,176.3667,16163.15,0.0,1.770544,0.0,0.03,0.6146071,0.0,3.703389,10.11641,6.849999,21.10224,0.0,2.0
38,01/04/2018 12:40,257.4362,23691.51,3.146219,1.21294,0.0,1.629133,0.9451998,1741.367,4.627235,10.30683,6.936084,20.53662,0.0,2.0
39,01/04/2018 13:00,214.1678,19439.14,6.309975,0.946726,0.0,3.118712,2.366788,2030.573,5.208519,10.43808,6.978355,18.72606,0.001283985,2.0
40,01/04/2018 13:20,205.5057,18102.36,6.969507,1.223523,0.0,2.812528,2.258696,2192.23,5.853076,10.558,6.982091,18.28094,0.01442221,2.0
41,01/04/2018 13:40,1.858652,145.5675,5.670825,1.450865,0.0,2.991533,2.390141,1762.617,6.048615,10.64716,6.936477,18.17024,0.03782975,2.0
42,01/04/2018 14:00,1.750738,112.607,4.303123,1.659713,0.0,3.06,2.694161,1586.177,6.04,10.7,6.893203,17.94443,0.05992834,2.0
43,01/04/2018 14:20,0.630461,36.19115,2.971266,1.950261,0.0,3.043019,2.733727,1517.433,6.04,10.7,6.848561,17.46076,0.08563907,2.0
44,01/04/2018 14:40,0.9599808,53.38634,1.620274,2.221726,0.0,2.86089,2.782496,1297.234,6.04,10.75499,6.822465,17.65306,0.09818339,2.0
45,01/04/2018 15:00,0.6606121,28.29536,0.5284278,2.451478,0.0,3.045619,2.493001,880.2982,6.04,10.8,6.784282,17.74405,0.07781287,2.0
46,01/04/2018 15:20,0.4185192,14.72562,0.0,2.652993,0.0,1.903024,0.213826,0.0,6.04,10.8,6.769999,19.09434,0.0,2.0
47,01/04/2018 15:40,0.7587842,27.39793,0.0,2.685463,0.0,0.04843634,0.2834853,0.0,6.04,10.8,6.769999,20.14582,0.0,2.0
48,01/04/2018 16:00,0.5079675,18.07818,0.0,2.68,0.0,0.1236546,0.4275127,0.0,6.04,10.8,6.769999,20.46796,0.0,2.0
49,01/04/2018 16:20,0.8942157,34.25544,0.0,2.624867,0.0,0.09147449,0.5368488,0.0,6.04,10.8,6.769181,20.66059,0.0,2.0
50,01/04/2018 16:40,0.067986,2.603597,0.0,2.487272,0.0,0.03,0.6111534,0.0,6.04,10.8,6.769999,20.69654,0.0,2.0
51,01/04/2018 17:00,0.7000825,25.58216,0.0,2.607777,0.0,0.03,0.6551486,0.0,6.04,10.8,6.769999,20.84224,0.0,2.0
52,01/04/2018 17:20,0.515596,20.23626,0.0,2.582659,0.0,0.03,0.67,0.0,6.02486,10.83231,6.769999,20.92498,0.0,2.0
53,01/04/2018 17:40,0.0,0.0,0.0,2.53361,0.0,0.03,0.67,0.0,4.929592,10.8,6.769999,21.05645,0.0,2.0
54,01/04/2018 18:00,220.4355,11534.36,0.2493414,2.047264,0.0,0.6804891,0.8090543,939.0052,4.01836,10.78286,6.79515,20.65758,0.6962309,2.0
55,01/04/2018 18:20,266.042,14123.11,1.993346,1.108222,0.0,3.339801,2.328259,1982.896,5.026993,10.8,6.902505,19.1417,2.61231,2.0
56,01/04/2018 18:40,262.4189,14169.15,3.033039,1.298492,0.0,2.970351,2.268891,2515.104,5.681336,10.8,6.917,18.51611,3.123476,2.0
57,01/04/2018 19:00,53.0341,2896.969,2.510717,1.533191,0.0,2.90625,2.286852,2207.406,6.165777,10.8,6.921336,18.60244,2.109504,2.0
58,01/04/2018 19:20,0.750145,34.50858,1.156546,1.779892,0.0,3.005507,2.407007,1676.736,6.169999,10.8,6.873076,18.57994,1.32055,2.0
59,01/04/2018 19:40,0.8749871,41.12658,0.18162,2.009135,0.0,3.0,1.230946,295.8145,6.169999,10.8,6.844539,20.41133,0.1407427,2.0
60,01/04/2018 20:00,0.3833775,16.93297,0.0,2.111114,0.0,0.4254005,0.2253674,0.0,6.169999,10.8,6.839999,21.01889,0.0,2.0
61,01/04/2018 20:20,0.258315,11.35428,0.0,2.06013,0.0,0.04966884,0.3241104,0.0,6.169999,10.8,6.839999,21.12065,0.0,2.0
62,01/04/2018 20:40,0.2572667,10.6845,0.0,1.920702,0.0,0.04,0.4153447,0.0,6.160064,10.8,6.839999,21.06577,0.0,2.0
63,01/04/2018 21:00,0.1288175,5.534106,0.0,1.785743,0.0,0.04,0.5031878,0.0,6.160001,10.8,6.839999,21.19047,0.0,2.0
64,01/04/2018 21:20,0.0,0.0,0.0,1.69,0.0,0.04,0.5643772,0.0,6.160001,10.8,6.839999,20.97471,0.0,2.0
65,01/04/2018 21:40,0.2578193,11.66251,0.0,1.660629,0.0,0.04,0.5961416,0.0,6.157598,10.8,6.841915,20.89054,0.0,2.0
66,01/04/2018 22:00,0.0,0.0,0.0,1.585626,0.0,0.04,0.6097547,0.0,6.150001,10.8,6.841233,20.54894,0.0,2.0
67,01/04/2018 22:20,0.0,0.0,0.0,1.56,0.0,0.04,0.6152537,0.0,6.150001,10.8,6.839999,20.56353,0.0,2.0
68,01/04/2018 22:40,0.257805,11.68547,0.0,1.505909,0.0,0.04,0.6300001,0.0,5.974971,10.7302,6.840315,20.69138,0.0,2.0
69,01/04/2018 23:00,0.0,0.0,0.0,1.44753,0.0,0.04,0.6308886,0.0,4.149057,10.7,6.840297,20.89497,0.0,2.0
70,01/04/2018 23:20,0.1146934,5.530862,0.0,1.327489,0.0,0.04,0.64,0.0,3.690796,10.63332,6.85934,20.80118,0.0,2.0
71,01/04/2018 23:40,358.215,24221.43,0.6817285,1.233159,0.0,0.532348,0.6939619,0.0,3.890077,10.63437,6.887139,20.8415,0.0,2.0
72,02/04/2018 00:00,183.021,11835.26,4.306824,1.002689,0.0,3.083259,1.117773,2739.339,4.904315,10.77128,7.008166,19.28699,0.2540506,2.0
73,02/04/2018 00:20,180.5038,11903.39,3.45014,0.9469584,0.0,3.305513,1.809854,2515.104,5.424485,10.8,6.949998,19.01078,0.135083,2.0
74,02/04/2018 00:40,51.05855,3408.707,2.700003,1.199849,0.0,3.203265,1.91621,2515.104,5.732106,10.8,6.940542,18.55876,0.1318423,2.0
75,02/04/2018 01:00,1.257624,72.69747,1.62253,1.443223,0.0,3.168029,2.473754,2048.235,5.760001,10.8,6.912814,18.49087,0.1236061,2.0
76,02/04/2018 01:20,0.6572583,37.15972,0.4474069,1.718212,0.0,3.187373,2.679726,1352.1,5.760001,10.8,6.879816,18.16257,0.0895991,2.0
77,02/04/2018 01:40,1.860427,104.9698,0.0249865,1.993212,0.0,3.166189,2.752213,1062.268,5.760001,10.8,6.854543,18.27982,0.06927111,2.0
78,02/04/2018 02:00,1.137236,63.58664,0.0,2.268099,0.0,3.17852,1.452478,329.1684,5.760001,10.8,6.867174,20.30672,0.009943084,2.0
79,02/04/2018 02:20,0.0,0.0,0.0,2.396961,0.0,0.7537628,0.1929407,0.0,5.760001,10.8,6.87,20.5523,0.0,2.0
80,02/04/2018 02:40,0.24937,13.31711,0.0,2.450375,0.0,0.05,0.2482232,0.0,5.758114,10.72096,6.87,20.45565,0.0,2.0
81,02/04/2018 03:00,0.129002,6.880239,0.0,2.48364,0.0,0.04865834,0.3480518,0.0,5.75,10.7,6.870286,20.63276,0.0,2.0
82,02/04/2018 03:20,0.129016,6.79897,0.0,2.391524,0.0,0.04,0.4561529,0.0,5.75,10.7,6.87,20.58675,0.0,2.0
83,02/04/2018 03:40,0.1288883,6.981959,0.0,2.276906,0.0,0.04003084,0.5408012,0.0,5.75,10.7,6.870496,20.64523,0.0,2.0
84,02/04/2018 04:00,0.24937,13.16429,0.0,2.205646,0.0,0.04,0.5983781,0.0,5.75,10.67159,6.870453,20.7175,0.0,2.0
85,02/04/2018 04:20,0.2574367,14.6216,0.0,2.102538,0.0,0.04,0.6195831,0.0,5.748557,10.65397,6.883254,20.80802,0.0,2.0
86,02/04/2018 04:40,0.07933334,4.896015,0.0,1.970775,0.0,0.04029484,0.6319805,0.0,5.024719,10.62785,6.89,20.91848,0.0,2.0
87,02/04/2018 05:00,0.0,0.0,0.0,1.884586,0.0,0.04036934,0.64,0.0,3.886506,10.60086,6.89,20.95582,0.0,2.0
88,02/04/2018 05:20,0.0,0.0,0.0,1.700428,0.0,0.04,0.64,0.0,3.723488,10.6,6.89,20.97533,0.0,2.0
89,02/04/2018 05:40,241.1969,15947.54,0.3915045,1.499242,0.0,0.735968,0.7393985,899.4032,4.146327,10.6,6.903749,20.89448,0.008564612,2.0
90,02/04/2018 06:00,115.0438,7369.836,1.968921,0.995406,0.0,3.509763,2.692601,1695.429,4.540974,10.6,6.949806,19.10565,0.01413727,2.0
91,02/04/2018 06:20,118.5976,7394.151,1.128589,1.287625,0.0,3.414211,2.752728,1295.77,4.901694,10.54565,6.922553,18.09803,0.006213224,2.0
92,02/04/2018 06:40,8.074836,493.4728,0.3227561,1.57947,0.0,3.431216,3.190573,1125.959,5.048969,10.5,6.895873,17.71924,0.007615727,2.0
93,02/04/2018 07:00,0.3797748,19.82433,0.0,1.822292,0.0,3.5,4.453579,1014.221,5.042258,10.5,6.888869,17.89005,0.00773613,2.0
94,02/04/2018 07:20,0.388195,18.11107,0.0,2.137486,0.0,3.48945,3.94758,461.4226,5.04,10.5,6.900001,18.6114,0.002628384,2.0
95,02/04/2018 07:40,0.6586032,30.32652,0.0,2.393658,0.0,3.495868,2.865322,434.7228,5.04,10.5,6.900001,19.49959,0.001766143,2.0
96,02/04/2018 08:00,0.5993884,31.35862,0.0,2.604504,0.0,3.385551,0.3853754,0.0,5.04,10.5,6.900001,20.51379,0.0,2.0
97,02/04/2018 08:20,0.8813008,39.24654,0.0,2.579523,0.0,0.1795038,0.1465843,0.0,5.04,10.5,6.901184,20.71398,0.0,2.0
98,02/04/2018 08:40,0.5005275,19.58977,0.0,2.570112,0.0,0.05879816,0.1838312,0.0,5.04,10.5,6.903216,20.63266,0.0,2.0
99,02/04/2018 09:00,1.499608,58.90366,0.0,2.551983,0.0,0.04741467,0.2584518,0.0,5.04,10.5,6.919999,20.91568,0.0,2.0
100,02/04/2018 09:20,0.9009274,32.92867,0.0,2.496844,0.0,0.05,0.3483625,0.0,5.04,10.53676,6.919999,20.79474,0.0,2.0
101,02/04/2018 09:40,0.7819649,30.50393,0.0,2.472843,0.0,0.05,0.4423767,0.0,5.04,10.6,6.911769,20.68822,0.0,2.0
102,02/04/2018 10:00,0.2579749,13.56339,0.0,2.407051,0.0,0.05,0.5194458,0.0,5.04,10.66847,6.900001,20.61433,0.0,2.0
103,02/04/2018 10:20,0.3884785,19.48838,0.0,2.303346,0.0,0.05,0.5722161,0.0,4.934385,10.70215,6.900001,20.69233,0.0,2.0
104,02/04/2018 10:40,0.0,0.0,0.0,2.251543,0.0,0.04701836,0.5991573,0.0,3.977219,10.7,6.900001,20.84513,0.0,2.0
105,02/04/2018 11:00,0.0,0.0,0.0,2.254004,0.0,0.04,0.6096968,0.0,3.64994,10.7,6.900001,21.02884,0.0,2.0
106,02/04/2018 11:20,259.8126,25350.55,0.3409535,2.121271,0.0,0.123855,0.6441513,0.0,3.684093,10.71931,6.90964,21.0556,0.0,2.0
107,02/04/2018 11:40,209.6888,20929.97,11.47151,1.170238,0.0,3.048936,1.20127,1923.455,4.615243,10.87941,7.12735,20.06482,0.0,2.0
108,02/04/2018 12:00,199.7163,20970.69,9.808019,1.112716,0.0,3.250294,2.30121,1804.843,5.176774,10.95122,7.025372,18.23777,0.002962696,2.0
109,02/04/2018 12:20,148.3902,16121.46,10.60184,1.397821,0.0,3.088315,2.236675,2232.46,5.704121,11.09291,7.019897,17.84049,0.02723228,2.0
110,02/04/2018 12:40,1.175373,118.4391,9.963919,1.661982,0.0,3.105775,2.449607,1778.976,5.86,11.19988,7.010015,17.89843,0.05689145,2.0
111,02/04/2018 13:00,1.127346,108.452,8.18723,1.942456,0.0,3.150815,2.734068,1557.537,5.86,11.29897,6.954174,17.76824,0.08495641,2.0
112,02/04/2018 13:20,1.637984,163.1585,6.735414,2.217183,0.0,3.141748,2.623848,1570.008,5.86,11.3,6.91494,17.44191,0.1286358,2.0
113,02/04/2018 13:40,0.7194217,75.44611,5.252088,2.499181,0.0,3.134776,2.687902,1402.609,5.853503,11.34915,6.87823,17.10432,0.1569643,2.0
114,02/04/2018 14:00,0.9747525,87.51318,3.856814,2.767978,0.0,3.140216,2.66924,1341.546,5.849999,11.4,6.845251,17.38389,0.191103,2.0
115,02/04/2018 14:20,0.8480712,78.74885,2.450348,2.988924,0.0,3.151853,1.910352,722.9912,5.849999,11.4,6.811761,17.51542,0.1135523,2.0
116,02/04/2018 14:40,0.122145,11.06498,1.570631,3.116413,0.0,2.543145,0.2389791,0.0,5.849999,11.44166,6.79,19.30641,0.0,2.0
117,02/04/2018 15:00,0.258188,21.01922,1.570495,3.005438,0.0,0.0742899,0.480938,0.0,5.849999,11.46583,6.79,19.88408,0.0,2.0
118,02/04/2018 15:20,0.2795265,25.34378,1.569147,3.012942,0.0,0.07000001,0.6152979,0.0,5.849999,11.5,6.79,20.2037,0.0,2.0
119,02/04/2018 15:40,0.2010366,15.25632,1.561882,3.009999,0.0,0.07000001,0.7141943,0.0,5.849999,11.5,6.79,20.44051,0.0,2.0
120,02/04/2018 16:00,0.02755415,0.9132215,1.554258,2.908202,0.0,0.07000001,0.9128887,0.0,5.83849,11.5,6.79,20.68431,0.0,2.0
121,02/04/2018 16:20,0.0,0.0,1.474668,2.891473,0.0,0.07000001,0.9760617,0.0,5.830001,11.43778,6.79,20.82097,0.0,2.0
122,02/04/2018 16:40,0.0,0.0,1.382961,2.903922,0.0,0.06752688,0.8503489,0.0,5.783313,11.4,6.79,20.95161,0.0,2.0
123,02/04/2018 17:00,0.0,0.0,1.295909,2.736023,0.0,0.05999999,0.7396938,0.0,4.645734,11.4,6.79,20.92243,0.0,2.0
124,02/04/2018 17:20,52.41003,4914.809,1.441814,2.389737,0.0,0.1360925,0.86138,166.4614,3.991967,11.4,6.793565,20.68777,0.06158078,2.0
125,02/04/2018 17:40,327.679,32532.68,9.753126,1.165716,0.0,2.884055,0.9906774,1486.141,4.805189,11.49347,6.998343,19.86525,1.995792,2.0
126,02/04/2018 18:00,194.086,19155.12,7.899615,1.092921,0.0,3.336963,2.382475,2266.771,5.374574,11.59806,6.941509,18.97512,4.433476,2.0
127,02/04/2018 18:20,139.2869,13741.07,9.059522,1.284898,0.0,3.033967,2.058074,2342.994,5.841475,11.6,6.970847,18.36716,4.175184,2.0
128,02/04/2018 18:40,5.209126,498.9865,8.750085,1.453806,0.0,2.990474,2.402293,2147.044,6.019694,11.6,6.974588,18.49891,3.206234,2.0
129,02/04/2018 19:00,0.765682,64.9923,6.969659,1.691435,0.0,3.099999,2.501006,1774.886,6.019999,11.69687,6.929521,18.21608,2.335412,2.0
130,02/04/2018 19:20,0.6296265,49.07753,5.778572,1.959669,0.0,3.102481,2.763221,1677.263,6.019228,11.7,6.901291,17.9577,1.979547,2.0
131,02/04/2018 19:40,1.152023,90.63979,4.636493,2.151697,0.0,3.102001,2.650978,1667.644,6.010001,11.69873,6.875528,17.78597,1.77278,2.0
132,02/04/2018 20:00,1.366256,111.723,3.445126,2.338297,0.0,3.093523,2.729399,1373.302,6.010001,11.62305,6.853522,17.97243,1.316618,2.0
133,02/04/2018 20:20,1.87544,161.24,2.236435,2.494537,0.0,3.09093,2.697004,1499.905,6.010001,11.6,6.831059,17.54576,1.338257,2.0
134,02/04/2018 20:40,0.3504342,30.36913,1.189101,2.692642,0.0,3.056814,1.36587,362.8126,6.010001,11.62695,6.807524,19.52264,0.2623484,2.0
135,02/04/2018 21:00,0.7902974,70.66608,0.6907582,2.67698,0.0,2.133949,0.3044567,0.0,6.010001,11.7,6.794203,21.08596,0.0,2.0
136,02/04/2018 21:20,0.02472085,0.729893,0.6954342,2.610979,0.0,0.07000001,0.5163406,0.0,6.010001,11.7,6.809999,21.04005,0.0,2.0
137,02/04/2018 21:40,0.02293585,0.6394329,0.6933206,2.518896,0.0,0.07043401,0.6702653,0.0,6.010001,11.7,6.809999,21.03885,0.0,2.0
138,02/04/2018 22:00,0.3631482,32.83187,0.6865703,2.375236,0.0,0.07000001,0.8782333,0.0,6.004079,11.7,6.809999,21.01693,0.0,2.0
139,02/04/2018 22:20,0.5081035,47.73055,0.6451703,2.310446,0.0,0.07000001,1.032089,0.0,6.0,11.7,6.809999,20.99588,0.0,2.0
140,02/04/2018 22:40,0.2497825,20.00768,0.6105585,2.231025,0.0,0.07410511,1.011573,0.0,5.994746,11.67572,6.809999,20.99598,0.0,2.0
141,02/04/2018 23:00,0.0,0.0,0.592675,2.191749,0.0,0.07000001,0.9622658,0.0,4.978988,11.6,6.809999,20.94081,0.0,2.0
142,02/04/2018 23:20,171.5773,17372.35,0.6671565,2.043669,0.0,0.1438425,0.9399846,0.0,4.146858,11.60776,6.813726,20.88873,0.0,2.0
143,02/04/2018 23:40,158.9717,16279.45,7.031851,1.05486,0.0,3.259635,1.163357,1650.649,4.84866,11.72118,6.977033,19.93539,2.686359,2.0
144,03/04/2018 00:00,163.135,16485.1,5.409172,1.0345,0.0,3.357222,2.461992,1840.524,5.259076,11.8,6.924052,19.09302,4.268612,2.0
145,03/04/2018 00:20,80.32766,7976.749,5.88702,1.241851,0.0,3.145511,1.961806,2350.127,5.61278,11.8,6.940001,18.95575,4.957343,2.0
146,03/04/2018 00:40,0.532705,45.88179,5.090661,1.454846,0.0,3.212205,2.360876,2442.902,5.685232,11.8,6.931528,18.66786,4.588933,2.0
147,03/04/2018 01:00,1.00232,84.14767,4.017318,1.655712,0.0,3.233966,2.508672,1778.976,5.68,11.8,6.90975,18.50664,2.885252,2.0
148,03/04/2018 01:20,1.768218,146.9413,2.935386,1.868621,0.0,3.260101,2.586199,1778.976,5.68,11.8,6.900001,18.1987,2.585088,2.0
149,03/04/2018 01:40,1.017309,78.17188,1.836192,2.118523,0.0,3.186117,2.625434,1534.541,5.68,11.8,6.878299,18.29636,1.929651,2.0
150,03/04/2018 02:00,1.26575,99.65874,0.7827173,2.346876,0.0,3.209434,2.749203,1367.366,5.68,11.8,6.853545,18.35216,1.518178,2.0
151,03/04/2018 02:20,0.7579418,60.38673,0.05449752,2.548351,0.0,3.214106,1.191841,165.6184,5.68,11.8,6.849999,19.13286,0.1788763,2.0
152,03/04/2018 02:40,0.5084258,34.85723,0.001131915,2.569741,0.0,1.687954,0.2298727,0.0,5.68,11.8,6.849999,20.96612,0.0,2.0
153,03/04/2018 03:00,0.1706942,10.99113,0.002110415,2.484894,0.0,0.0861109,0.3988568,0.0,5.675281,11.8,6.849999,21.05723,0.0,2.0
154,03/04/2018 03:20,0.3452983,29.83776,0.001531415,2.399567,0.0,0.1782666,0.5207548,0.0,5.669999,11.8,6.849999,21.07069,0.0,2.0
155,03/04/2018 03:40,0.2580315,17.57692,0.0,2.288839,0.0,0.07000001,0.6048972,0.0,5.669999,11.8,6.849999,20.98206,0.0,2.0
156,03/04/2018 04:00,0.1290016,8.977468,0.0,2.220401,0.0,0.07000001,0.6419209,0.0,5.669999,11.8,6.849999,20.89861,0.0,2.0
157,03/04/2018 04:20,0.24981,16.08445,0.0,2.155311,0.0,0.07000001,0.66,0.0,5.669999,11.8,6.849999,20.89463,0.0,2.0
158,03/04/2018 04:40,0.0,0.0,0.0,2.044031,0.0,0.07000001,0.6443337,0.0,4.964535,11.8,6.862198,20.64849,0.0,2.0
159,03/04/2018 05:00,0.6285708,38.03829,0.0,1.804705,0.0,0.07000001,0.8433074,470.5076,4.019345,11.8,6.87,18.82376,1.030322,2.0
160,03/04/2018 05:20,193.9877,15295.19,0.03318115,1.149603,0.0,3.85388,0.8966994,375.5031,4.275529,11.79433,6.90813,19.55017,0.7540079,2.0
161,03/04/2018 05:40,104.7588,8234.047,1.772671,1.217082,0.0,3.539782,2.501891,2089.882,4.684092,11.66235,6.974618,19.46828,4.435822,2.0
162,03/04/2018 06:00,131.0585,9859.619,1.253892,1.541839,0.0,3.33331,2.741323,1540.016,5.037459,11.6,6.940001,18.55669,4.243329,2.0
163,03/04/2018 06:20,27.16943,2019.817,0.3827359,1.803782,0.0,3.362164,2.804226,1285.704,5.253606,11.52642,6.933917,17.98767,3.044801,2.0
164,03/04/2018 06:40,0.25823,15.96508,0.0,2.060547,0.0,3.376253,3.406591,1010.131,5.260001,11.5,6.919999,18.0752,2.130502,2.0
165,03/04/2018 07:00,0.771437,48.7082,0.0,2.374741,0.0,3.364928,3.585456,615.6359,5.260001,11.5,6.928033,19.31781,0.882314,2.0
166,03/04/2018 07:20,0.9295634,58.78468,0.0,2.644408,0.0,3.402253,2.784425,551.8218,5.257344,11.5,6.940001,20.94564,0.06571064,2.0
167,03/04/2018 07:40,0.9894603,58.36562,0.0,2.882149,0.0,3.298878,0.9949675,0.0,5.25,11.5,6.926101,20.87664,0.0,2.0
168,03/04/2018 08:00,0.128605,6.461394,0.0,2.987692,0.0,0.7341151,0.2605057,0.0,5.25,11.5,6.935899,20.84445,0.0,2.0
169,03/04/2018 08:20,1.017697,51.17869,0.0,3.0,0.0,0.08000001,0.2313564,0.0,5.25,11.5,6.940001,20.82206,0.0,2.0
170,03/04/2018 08:40,0.8922173,52.40749,0.0,2.859829,0.0,0.08000001,0.2654048,0.0,5.25,11.5,6.94158,20.33961,0.0,2.0
171,03/04/2018 09:00,0.5298153,29.73429,0.000290584,2.796803,0.0,0.0933741,0.3438845,0.0,5.25,11.5,6.96,20.21509,0.0,2.0
172,03/04/2018 09:20,1.13005,78.4455,0.0,2.729893,0.0,0.07000001,0.4383982,0.0,5.25,11.50973,6.96,20.4527,0.0,2.0
