,inflow [l/s],NO2 [gN/m3],O2 [gO2/m3],Time [],NH4 [gN/m3],N20 [gN/h]
50,315.7889,2.373017,2.791146,2018-01-04 16:40:00,5.531431,2009.652
51,162.7954,2.10051,2.686723,2018-01-04 17:00:00,6.108539,2090.252
52,9.629905,2.313209,2.698507,2018-01-04 17:20:00,5.521894,1723.301
53,0.2529542,3.278282,2.770217,2018-01-04 17:40:00,4.52502,1534.571
54,1.14012,4.080055,2.915192,2018-01-04 18:00:00,3.6255,1224.884
55,0.1541925,4.5,1.461837,2018-01-04 18:20:00,2.845377,85.52991999999999
56,0.3553717,4.5,0.09711252,2018-01-04 18:40:00,2.477813,0.0
57,0.0,4.5,0.1830831,2018-01-04 19:00:00,2.358222,0.0
58,0.2789135,4.5,0.1019243,2018-01-04 19:20:00,2.289256,0.0
59,0.365769,4.5,0.08734452,2018-01-04 19:40:00,2.268309,0.0
60,0.3787534,3.98787,0.07225001,2018-01-04 20:00:00,2.265387,0.0
61,0.12886,3.94,0.06107383,2018-01-04 20:20:00,2.331153,0.0
62,0.1289025,3.94,0.07166743,2018-01-04 20:40:00,2.336689,0.0
63,0.0,3.578114,0.07762142,2018-01-04 21:00:00,2.33349,0.0
64,0.0,2.79,0.07670702,2018-01-04 21:20:00,2.329362,0.0
65,217.073,2.486435,0.1841555,2018-01-04 21:40:00,2.301786,0.0
66,192.7884,1.339452,0.725956,2018-01-04 22:00:00,4.832514,322.68330000000003
67,384.7574,0.61,2.690459,2018-01-04 22:20:00,6.905045,121.9558
68,298.2332,1.057805,2.800266,2018-01-04 22:40:00,7.209892,45.87553
69,0.2824835,1.732908,2.655314,2018-01-04 23:00:00,6.263124,60.73548
70,0.081444,2.586401,2.749687,2018-01-04 23:20:00,5.089902,76.64844
71,0.6933897,3.218026,2.74274,2018-01-04 23:40:00,4.173548,84.73013999999999
72,0.6835832,3.807365,2.871264,2018-02-04 00:00:00,3.218875,101.0161
73,1.541544,4.401681,2.851882,2018-02-04 00:20:00,2.284825,140.2659
74,0.1141267,5.145573,2.079804,2018-02-04 00:40:00,1.322399,33.583149999999996
75,0.37861,5.199766,0.25158,2018-02-04 01:00:00,0.7688922,0.0
76,0.2580742,4.989999,0.1868483,2018-02-04 01:20:00,0.6483381,0.0
77,0.378451,4.989999,0.09996083,2018-02-04 01:40:00,0.6294386,0.0
78,0.386934,4.989999,0.06306315,2018-02-04 02:00:00,0.80397,0.0
79,0.2882633,4.989999,0.08174517,2018-02-04 02:20:00,0.814481,0.0
80,0.6148615,4.861249,0.08063075,2018-02-04 02:40:00,0.8178946,0.0
81,0.0,4.39,0.08537543,2018-02-04 03:00:00,0.7811467,0.0
82,0.0,4.214758,0.08914067,2018-02-04 03:20:00,0.6656066,0.0
83,251.4061,2.385817,0.3280625,2018-02-04 03:40:00,2.648848,4.1129
84,168.2298,0.9562103,2.364295,2018-02-04 04:00:00,5.353925,83.87437
85,124.8784,1.275836,2.764377,2018-02-04 04:20:00,5.574543,57.17518
86,23.40088,2.080056,2.898193,2018-02-04 04:40:00,5.00569,47.76536
87,0.0,3.09696,2.78132,2018-02-04 05:00:00,3.728008,64.45459000000001
88,0.128775,3.745509,2.895775,2018-02-04 05:20:00,2.40499,75.88578
89,0.37857,4.454365,2.774146,2018-02-04 05:40:00,1.406728,94.82548
90,0.128789,4.900001,2.992637,2018-02-04 06:00:00,0.515231,65.70505
91,0.0,5.150026,0.9776448,2018-02-04 06:20:00,0.04686133,0.0
92,0.0,5.25841,0.03949685,2018-02-04 06:40:00,0.0,0.0
93,0.5171823,5.0,0.1912925,2018-02-04 07:00:00,0.0,0.0
94,0.0,5.0,0.1507237,2018-02-04 07:20:00,0.0,0.0
95,0.259335,4.590098,0.1102105,2018-02-04 07:40:00,0.0,0.0
96,2.516703,4.48,0.1161306,2018-02-04 08:00:00,0.0,0.0
97,5.415185,4.426867,0.09035435,2018-02-04 08:20:00,0.0,0.0
98,0.0,3.970001,0.09922136,2018-02-04 08:40:00,0.0,0.0
99,0.0,3.730773,0.08670393,2018-02-04 09:00:00,0.0,0.0
100,240.8768,3.169999,0.3583274,2018-02-04 09:20:00,0.06755108,0.0
101,226.1567,1.922473,1.674322,2018-02-04 09:40:00,3.028347,89.42587999999999
102,258.0015,0.9886864,2.83278,2018-02-04 10:00:00,7.513475,73.18329
103,147.066,1.57749,2.919986,2018-02-04 10:20:00,9.274288,61.87104
104,0.09106335,2.370095,2.84968,2018-02-04 10:40:00,8.347517,64.27355999999999
105,0.0,3.023438,2.947621,2018-02-04 11:00:00,6.894427,72.92906
106,0.383444,3.84451,2.964749,2018-02-04 11:20:00,5.861921,90.90365
107,0.5029026,4.535595,3.109127,2018-02-04 11:40:00,4.872688,113.297
108,0.7904917,5.309815,3.23212,2018-02-04 12:00:00,3.841686,137.7191
109,0.5103682,5.940346,3.16775,2018-02-04 12:20:00,2.898784,99.82053
110,0.0,6.330001,0.8023337,2018-02-04 12:40:00,2.197485,0.0
111,0.2582725,6.330001,0.04366183,2018-02-04 13:00:00,1.980575,0.0
112,0.257692,6.330001,0.02855292,2018-02-04 13:20:00,1.940354,0.0
113,0.1291292,6.330001,0.04271942,2018-02-04 13:40:00,1.864614,0.0
114,0.25823,6.330001,0.0661319,2018-02-04 14:00:00,1.956978,0.0
115,0.3784267,6.330001,0.05,2018-02-04 14:20:00,1.980881,0.0
116,0.128959,6.330001,0.05,2018-02-04 14:40:00,1.977774,0.0
117,0.0,6.330001,0.07483248,2018-02-04 15:00:00,1.937453,0.0
118,164.2914,6.172013,0.1628225,2018-02-04 15:20:00,1.82951,0.0
119,218.0171,4.528165,0.8301724,2018-02-04 15:40:00,4.963187,2064.8430000000003
120,144.7131,2.435919,2.678314,2018-02-04 16:00:00,9.668436,3536.492
121,159.5963,2.449438,2.656381,2018-02-04 16:20:00,10.67015,3280.277
122,2.87286,3.132947,2.735748,2018-02-04 16:40:00,10.55376,2328.335
123,0.0,3.766043,2.640322,2018-02-04 17:00:00,9.185472,1939.598
124,0.6373015,4.57433,2.711897,2018-02-04 17:20:00,7.986484,1840.82
125,1.003023,5.563879,2.744599,2018-02-04 17:40:00,6.87997,1501.291
126,1.63485,6.356283,2.70374,2018-02-04 18:00:00,5.825458,1569.412
127,0.3790015,7.020507,2.753314,2018-02-04 18:20:00,4.796033,978.4887
128,0.128945,7.38,0.5158218,2018-02-04 18:40:00,3.982721,0.0
129,0.2576209,7.38,0.03553216,2018-02-04 19:00:00,3.70649,0.0
130,0.1293559,7.38,0.04684442,2018-02-04 19:20:00,3.660093,0.0
131,0.5154828,7.38,0.05360643,2018-02-04 19:40:00,3.606962,0.0
132,0.6444417,6.912642,0.08105917,2018-02-04 20:00:00,3.658236,0.0
133,0.1291434,6.412634,0.09159686,2018-02-04 20:20:00,3.713292,0.0
134,0.2582304,6.330001,0.07898152,2018-02-04 20:40:00,3.716622,0.0
135,0.0,6.258297,0.08109759,2018-02-04 21:00:00,3.715285,0.0
136,302.6617,4.258328,0.261801,2018-02-04 21:20:00,6.25213,0.0
137,163.5928,1.470929,1.436595,2018-02-04 21:40:00,10.47965,3997.456
138,186.2698,1.227954,2.419749,2018-02-04 22:00:00,11.6102,2183.062
139,37.69796,1.972566,2.415714,2018-02-04 22:20:00,11.59505,1861.286
140,0.0,3.146614,2.694443,2018-02-04 22:40:00,10.25424,1459.435
141,0.6968809,3.942694,2.730308,2018-02-04 23:00:00,8.939883,1151.723
142,1.790486,4.784124,2.665378,2018-02-04 23:20:00,7.783479,1167.711
143,2.059625,5.465768,2.800756,2018-02-04 23:40:00,6.631457,1003.5039999999999
144,1.137472,6.164895,2.68896,2018-03-04 00:00:00,5.584245,942.355
145,0.8874443,6.759877,2.630024,2018-03-04 00:20:00,4.547866,564.4319
146,0.3859426,7.355222,0.3720641,2018-03-04 00:40:00,3.784513,0.0
147,0.2578474,7.343502,0.02688499,2018-03-04 01:00:00,3.5416,0.0
148,0.6371635,7.099999,0.06618558,2018-03-04 01:20:00,3.43495,0.0
149,0.2578757,6.694285,0.04841467,2018-03-04 01:40:00,3.40496,0.0
150,0.5079575,6.550002,0.06299175,2018-03-04 02:00:00,3.407446,0.0
151,0.7596108,6.550002,0.06922726,2018-03-04 02:20:00,3.403011,0.0
152,0.1290725,6.374942,0.07068434,2018-03-04 02:40:00,3.400253,0.0
153,0.09517165,5.489999,0.07643126,2018-03-04 03:00:00,3.390629,4.409294
154,213.3853,3.989849,0.4316688,2018-03-04 03:20:00,4.953444,28.006610000000002
155,115.0981,1.38,2.197214,2018-03-04 03:40:00,7.075034,1777.483
156,106.6506,1.80375,2.688326,2018-03-04 04:00:00,6.140447,1395.424
157,33.12677,2.64738,2.721633,2018-03-04 04:20:00,5.717087,1122.4099999999999
158,0.0,3.524789,2.674576,2018-03-04 04:40:00,4.55372,839.4521000000001
159,0.883135,4.231831,2.726941,2018-03-04 05:00:00,3.280305,883.0417
160,1.382516,4.878376,2.827019,2018-03-04 05:20:00,2.181298,778.7348
161,0.3643665,5.619361,2.835222,2018-03-04 05:40:00,1.135488,623.7006
162,0.7931311,5.809541,2.992981,2018-03-04 06:00:00,0.4321039,597.5346999999999
163,0.400591,6.385354,3.754217,2018-03-04 06:20:00,0.09160783,330.7586
164,0.5034125,6.535072,2.063636,2018-03-04 06:40:00,0.0,0.0
165,0.1290158,6.239999,0.5670019,2018-03-04 07:00:00,0.0,0.0
166,0.2594058,6.239999,0.7435424,2018-03-04 07:20:00,0.0,0.0
167,0.3862115,5.797565,0.5251974,2018-03-04 07:40:00,0.0,0.0
168,0.0,5.64,0.3628833,2018-03-04 08:00:00,0.0,0.0
169,0.0,5.64,0.1938953,2018-03-04 08:20:00,0.0,0.0
170,0.129101,5.547574,0.1902633,2018-03-04 08:40:00,0.0,0.0
171,221.4021,4.125542,0.7309052,2018-03-04 09:00:00,1.005616,364.371
172,220.9782,1.66,1.34102,2018-03-04 09:20:00,6.843202,1846.185
173,184.2351,1.929751,2.658417,2018-03-04 09:40:00,9.381135,1617.2530000000002
174,125.647,2.617946,2.729502,2018-03-04 10:00:00,12.17739,1446.54
175,0.0,3.46003,2.735548,2018-03-04 10:20:00,11.84494,1130.506
176,0.2626984,4.413375,2.670268,2018-03-04 10:40:00,10.31253,1023.417
177,1.581194,5.101207,2.697002,2018-03-04 11:00:00,9.209038,1082.893
178,1.42989,6.020574,2.807969,2018-03-04 11:20:00,8.094793,854.3571
179,1.135607,6.737889,2.72805,2018-03-04 11:40:00,6.972409,837.0223
180,0.3861268,7.919999,2.68452,2018-03-04 12:00:00,5.920732,695.101
181,1.511266,8.162702,1.48957,2018-03-04 12:20:00,4.995295,64.7823
182,0.1254034,8.660002,0.09822635,2018-03-04 12:40:00,4.569634,0.0
183,0.24981,8.660002,0.08964245,2018-03-04 13:00:00,4.498802,0.0
184,0.1289165,8.660002,0.08596672,2018-03-04 13:20:00,4.425664,0.0
185,0.0,8.660002,0.07874399,2018-03-04 13:40:00,4.391874,0.0
186,0.12886,4.45667,0.1027872,2018-03-04 14:00:00,4.390547,0.0
187,0.1287045,6.174993,0.09000104,2018-03-04 14:20:00,4.332712,0.0
188,0.0,6.410001,0.1177165,2018-03-04 14:40:00,4.319218,0.0
189,401.8714,6.410001,0.6292487,2018-03-04 15:00:00,5.543763,1783.8210000000001
190,118.3172,6.410001,2.561442,2018-03-04 15:20:00,10.61616,5483.384
191,176.186,6.410001,2.457225,2018-03-04 15:40:00,12.07626,3857.516
192,3.130168,6.410001,2.680436,2018-03-04 16:00:00,12.35486,3121.458
193,0.5004725,6.410001,2.619823,2018-03-04 16:20:00,10.9799,2687.7599999999998
194,0.880247,36.69376,2.732062,2018-03-04 16:40:00,9.801985,2215.935
195,1.893533,8.981126,2.703971,2018-03-04 17:00:00,8.813913,2350.34
196,0.9118617,2.142311,2.762166,2018-03-04 17:20:00,7.695068,1752.848
197,2.002203,3.003792,2.685463,2018-03-04 17:40:00,6.591547,1707.407
198,0.450018,2.173438,1.825827,2018-03-04 18:00:00,5.598551,277.0396
199,0.4525542,2.045679,0.06860234,2018-03-04 18:20:00,5.063506,0.0
200,0.2399692,5.75186,0.04551459,2018-03-04 18:40:00,4.962924,0.0
201,0.1581005,3.709914,0.1004858,2018-03-04 19:00:00,4.959419,0.0
202,0.6544307,3.774756,0.1127048,2018-03-04 19:20:00,4.951659,0.0
203,0.4780484,5.476754,0.1276669,2018-03-04 19:40:00,4.956486,0.0
204,0.2497825,5.985803,0.1515387,2018-03-04 20:00:00,4.960575,0.0
205,0.0,6.150001,0.1467529,2018-03-04 20:20:00,4.94307,0.0
206,306.2334,6.117025,0.3555809,2018-03-04 20:40:00,5.947325,0.0
207,160.4992,5.61,1.324856,2018-03-04 21:00:00,9.962989,5393.710999999999
208,155.4852,5.61,2.40924,2018-03-04 21:20:00,12.7341,5205.377
209,90.1789,5.460872,2.331871,2018-03-04 21:40:00,12.63559,4451.957
210,0.0,5.089999,2.686196,2018-03-04 22:00:00,12.06209,3742.8210000000004
211,0.0399075,5.089999,2.683927,2018-03-04 22:20:00,10.85799,2775.738
212,1.977016,4.168927,2.724753,2018-03-04 22:40:00,9.851058,2669.381
213,1.729495,1.263653,2.698476,2018-03-04 23:00:00,8.757916,2264.781
214,1.538283,2.649075,2.737339,2018-03-04 23:20:00,7.633678,2179.071
215,1.645847,2.932424,2.692781,2018-03-04 23:40:00,6.466027,1304.246
216,0.129044,4.13256,0.565581,2018-04-04 00:00:00,5.61472,1.351509
217,0.1830335,4.732608,0.06937062,2018-04-04 00:20:00,5.36859,0.12309699999999998
218,0.3328457,5.069935,0.04958341,2018-04-04 00:40:00,5.274234,0.279729
219,0.5159499,5.212841,0.05228217,2018-04-04 01:00:00,5.271849,0.5575629999999999
220,0.13005,4.486931,0.05050959,2018-04-04 01:20:00,5.272101,0.321042
221,0.1290016,4.9138,0.06216685,2018-04-04 01:40:00,5.267463,0.244932
222,0.0,5.910556,0.07174176,2018-04-04 02:00:00,5.210369,0.430363
223,25.31025,6.029999,0.06658376,2018-04-04 02:20:00,5.150249,0.369929
224,229.4674,5.439386,0.535992,2018-04-04 02:40:00,8.729657,791.5457
225,104.548,5.400001,2.698099,2018-04-04 03:00:00,7.905047,2438.033
226,79.98302,5.400001,2.61069,2018-04-04 03:20:00,7.74228,2301.024
227,0.068085,5.400001,2.756237,2018-04-04 03:40:00,7.014407,1848.567
228,0.0,5.094065,2.644336,2018-04-04 04:00:00,5.594899,1592.873
229,0.7602417,4.79,2.731107,2018-04-04 04:20:00,4.393204,1295.26
230,1.647636,4.79,2.696417,2018-04-04 04:40:00,3.193526,1215.28
231,0.9176251,2.274739,2.739667,2018-04-04 05:00:00,2.033911,925.0880999999999
232,0.9779156,3.865323,2.788355,2018-04-04 05:20:00,0.9720932,880.6192000000001
233,0.7302913,1.03879,2.7379,2018-04-04 05:40:00,0.3023409,747.7293999999999
234,0.5511969,0.220746,3.020913,2018-04-04 06:00:00,0.1043804,317.546
235,0.5075405,0.5139602,0.9844432,2018-04-04 06:20:00,0.0,0.41578600000000004
236,0.1289875,0.5555715,0.1599622,2018-04-04 06:40:00,0.02786116,0.42669700000000005
237,0.3110288,2.08802,0.3073686,2018-04-04 07:00:00,0.07000001,0.461926
238,0.2043541,1.130112,0.243774,2018-04-04 07:20:00,0.07000001,0.367164
239,0.257267,0.0,0.196629,2018-04-04 07:40:00,0.02614675,0.18792799999999998
240,0.257394,0.1932625,0.1651274,2018-04-04 08:00:00,0.0,0.167811
241,0.0,0.0,0.1561823,2018-04-04 08:20:00,0.0,0.59512
242,2.760232,0.0,0.9083546,2018-04-04 08:40:00,0.3186808,1553.73
243,0.7662784,0.0,2.10627,2018-04-04 09:00:00,0.4669472,1648.717
244,281.011,0.0,2.035294,2018-04-04 09:20:00,1.534354,451.0068
245,160.9971,0.0,2.301098,2018-04-04 09:40:00,4.099999,2786.778
246,170.6933,0.0,2.640359,2018-04-04 10:00:00,4.099999,1959.28
247,60.18536,0.0,2.662571,2018-04-04 10:20:00,4.099999,1644.9720000000002
248,2.064259,0.0,2.672743,2018-04-04 10:40:00,4.099999,1443.934
249,1.11064,0.0,2.69939,2018-04-04 11:00:00,4.099999,1283.196
250,1.015362,0.0,2.795244,2018-04-04 11:20:00,4.099999,1056.259
251,0.9316953,0.0,2.743531,2018-04-04 11:40:00,4.18674,1025.352
252,1.342338,0.0,2.669369,2018-04-04 12:00:00,4.754828,1039.557
253,1.250205,0.0,2.803061,2018-04-04 12:20:00,3.789795,874.2754
254,1.146506,0.0,2.738154,2018-04-04 12:40:00,2.845649,815.7018
255,0.3920419,0.0,1.707397,2018-04-04 13:00:00,1.968842,135.6852
256,0.5035964,0.0,0.0937516,2018-04-04 13:20:00,1.530423,0.0
257,0.189054,0.0,0.04465368,2018-04-04 13:40:00,1.466569,0.0
258,0.4560108,0.0,0.05621925,2018-04-04 14:00:00,1.45,0.0
259,1.267761,0.0,0.06370609,2018-04-04 14:20:00,1.503825,0.0
260,0.2606665,0.0,0.1702073,2018-04-04 14:40:00,1.527739,0.0
261,0.125375,0.0,0.2940593,2018-04-04 15:00:00,1.520785,0.0
262,0.0,0.0,0.2702264,2018-04-04 15:20:00,1.524199,0.0
263,2.842103,0.0,1.076492,2018-04-04 15:40:00,1.718484,243.4063
264,342.5728,0.0,1.361004,2018-04-04 16:00:00,5.841645,2378.5919999999996
265,475.9188,0.0,2.595179,2018-04-04 16:20:00,11.14591,3993.951
266,167.3153,0.0,2.66329,2018-04-04 16:40:00,11.10553,2713.5
267,2.030931,0.0,2.741408,2018-04-04 17:00:00,9.646235,2397.8
268,1.137265,0.0,2.734947,2018-04-04 17:20:00,8.657042,2076.788
269,1.259092,0.0,2.770732,2018-04-04 17:40:00,7.75808,1739.337
270,1.137889,0.0,2.599236,2018-04-04 18:00:00,6.918249,1269.687
271,0.6446826,0.0,0.5546752,2018-04-04 18:20:00,6.232444,0.0
272,0.0,0.0,0.2890795,2018-04-04 18:40:00,6.031446,0.0
273,0.3323213,0.0,0.1445331,2018-04-04 19:00:00,5.989999,0.0
274,0.1828207,0.0,0.08313026,2018-04-04 19:20:00,5.989999,0.0
275,0.3871751,0.0,0.05342967,2018-04-04 19:40:00,5.944642,0.0
276,0.0,0.0,0.06368633,2018-04-04 20:00:00,5.961921,0.0
277,0.0,0.0,0.07750551,2018-04-04 20:20:00,5.926453,0.0
278,702.7394,0.0,1.830706,2018-04-04 20:40:00,6.290044,2608.155
279,289.7818,0.0,2.65779,2018-04-04 21:00:00,10.34781,2878.0280000000002
280,2.481321,0.0,2.775094,2018-04-04 21:20:00,9.200889,2167.846
281,1.387108,0.0,2.715424,2018-04-04 21:40:00,7.845078,1913.72
282,1.126253,0.0,2.735646,2018-04-04 22:00:00,6.834579,1667.9109999999998
283,1.009583,0.0,2.662603,2018-04-04 22:20:00,5.897694,1256.691
284,0.4468165,0.0,0.5375109,2018-04-04 22:40:00,5.196,0.0
285,0.3285531,0.0,0.0835776,2018-04-04 23:00:00,4.951249,0.0
286,0.4880275,0.0,0.08677535,2018-04-04 23:20:00,4.919999,0.0
287,0.5268592,0.0,0.05685649,2018-04-04 23:40:00,4.869704,0.0
288,0.2717732,0.0,0.04,2018-05-04 00:00:00,4.857866,0.0
289,0.0,0.0,0.05648767,2018-05-04 00:20:00,4.89421,0.0
290,0.0,0.0,0.08050643,2018-05-04 00:40:00,4.835411,0.0
291,266.2066,0.0,1.904734,2018-05-04 01:00:00,6.095672,1682.719
292,145.7093,0.0,2.606327,2018-05-04 01:20:00,7.927229,1705.129
293,33.98557,0.0,2.71512,2018-05-04 01:40:00,7.273767,1362.862
294,1.440292,0.0,2.716848,2018-05-04 02:00:00,5.605967,1159.423
295,0.4519908,0.0,2.693159,2018-05-04 02:20:00,4.279467,974.9832
296,2.05246,0.0,2.668422,2018-05-04 02:40:00,3.050242,921.1206
297,1.045812,0.0,2.757635,2018-05-04 03:00:00,1.894333,609.7069
298,0.385957,0.0,0.6296625,2018-05-04 03:20:00,1.002201,0.0
299,0.1285484,0.0,0.002469,2018-05-04 03:40:00,0.7600001,0.0
300,0.3864384,0.0,0.02248625,2018-05-04 04:00:00,0.7627971,0.0
301,0.3793467,0.0,0.02949516,2018-05-04 04:20:00,0.7600001,0.0
302,0.0,0.0,0.04935434,2018-05-04 04:40:00,0.7600001,0.0
303,0.0,0.0,0.05180767,2018-05-04 05:00:00,0.7600001,0.0
304,18.83421,0.0,0.05231267,2018-05-04 05:20:00,0.7091199,0.0
305,163.3064,0.0,0.6295181,2018-05-04 05:40:00,5.074409,1135.808
306,126.7634,0.0,2.77952,2018-05-04 06:00:00,2.80756,1620.068
307,44.14688,0.0,2.82076,2018-05-04 06:20:00,2.441785,1324.4640000000002
308,0.8749751,0.0,3.00485,2018-05-04 06:40:00,1.162578,1235.905
309,1.415724,0.0,3.048589,2018-05-04 07:00:00,0.2484113,730.1947
310,1.881408,0.0,2.86244,2018-05-04 07:20:00,0.0,231.5121
311,0.3861975,0.0,1.614029,2018-05-04 07:40:00,0.0,0.0
312,0.1294127,0.0,0.2456924,2018-05-04 08:00:00,0.0,0.0
313,0.48654,0.0,0.1555227,2018-05-04 08:20:00,0.0,0.0
314,0.1581142,0.0,0.1330053,2018-05-04 08:40:00,0.0,0.0
315,0.0,0.0,0.1058724,2018-05-04 09:00:00,0.0,0.0
316,0.1036151,0.0,0.0968294,2018-05-04 09:20:00,0.0,0.0
317,2.631762,0.0,0.966709,2018-05-04 09:40:00,0.0,613.4165
318,197.346,0.0,3.509777,2018-05-04 10:00:00,0.0,1040.789
319,165.4087,0.0,2.89293,2018-05-04 10:20:00,6.403831,1068.177
320,109.5323,0.0,2.706983,2018-05-04 10:40:00,9.847315,805.8764000000001
321,6.203824,0.0,2.722609,2018-05-04 11:00:00,8.810168,724.7623
322,1.123864,0.0,2.721152,2018-05-04 11:20:00,7.170335,670.3035000000001
323,0.8940983,0.0,2.80969,2018-05-04 11:40:00,5.591228,572.2270000000001
324,0.516304,0.0,1.708328,2018-05-04 12:00:00,4.430512,131.7981
325,0.1288885,0.0,0.02601485,2018-05-04 12:20:00,3.765145,0.0
326,0.1289305,0.0,0.0,2018-05-04 12:40:00,3.720001,0.0
327,0.37869,0.0,0.0,2018-05-04 13:00:00,3.778226,0.0
328,0.629935,0.0,0.004302499,2018-05-04 13:20:00,3.818846,0.0
329,0.3870333,0.0,0.02835616,2018-05-04 13:40:00,3.783761,0.0
330,0.0,0.0,0.04145192,2018-05-04 14:00:00,3.788219,0.0
331,0.0,0.0,0.04151825,2018-05-04 14:20:00,3.79,0.0
332,0.0,0.0,0.05,2018-05-04 14:40:00,3.786669,0.0
333,274.0472,0.0,0.1376811,2018-05-04 15:00:00,4.86411,0.0
334,117.6833,0.0,1.442548,2018-05-04 15:20:00,12.53382,238.6053
335,153.4509,0.0,2.425499,2018-05-04 15:40:00,11.71858,202.3183
336,3.668445,0.0,2.587458,2018-05-04 16:00:00,11.48996,172.7099
337,1.283219,0.0,2.704512,2018-05-04 16:20:00,8.983493,177.233
338,0.9118946,0.0,2.661615,2018-05-04 16:40:00,7.559892,192.5335
339,0.9962829,0.0,2.801829,2018-05-04 17:00:00,6.295036,211.3779
340,0.6296924,0.0,2.572802,2018-05-04 17:20:00,5.051327,185.04229999999998
341,0.6456173,0.0,0.342784,2018-05-04 17:40:00,3.98152,0.0
342,0.1288884,0.0,0.03559043,2018-05-04 18:00:00,3.903051,0.0
343,0.2579328,0.0,0.08321709,2018-05-04 18:20:00,3.840209,0.0
344,0.2581595,0.0,0.05312425,2018-05-04 18:40:00,3.779999,0.0
345,0.5171682,0.0,0.04732834,2018-05-04 19:00:00,3.754408,0.0
