,Time [],Temperature [C],N2O_2 [gN/h],O2_2 [mgO_2/m^3],Inflow_2 [l/s]
7395,18-Feb-2016 18:15:00,12.3,0.434741321237884,2.23333333333333,27.8666666666667
7396,18-Feb-2016 18:30:00,12.3,0.419697786550485,2.40714285714286,25.2857142857143
7397,18-Feb-2016 18:45:00,12.3,0.395800686814724,2.17333333333333,22.4666666666667
7398,18-Feb-2016 19:00:00,12.2933333333333,0.407388159647609,1.86666666666667,16.6666666666667
7399,18-Feb-2016 19:15:00,12.2733333333333,0.415604580269193,2.36,13.2666666666667
7400,18-Feb-2016 19:30:00,12.21875,0.376721625403383,2.6625,13.75
7401,18-Feb-2016 19:45:00,12.2333333333333,0.346104714726435,2.22666666666667,21.6
7402,18-Feb-2016 20:00:00,12.3,0.364008241078765,1.85714285714286,27.4285714285714
7403,18-Feb-2016 20:15:00,12.3,0.399644886398545,1.84666666666667,34.9333333333333
7404,18-Feb-2016 20:30:00,12.3,0.409687572750912,2.18,50.6666666666667
7405,18-Feb-2016 20:45:00,12.4,0.404787829609233,1.94,47.4666666666667
7406,18-Feb-2016 21:00:00,12.3875,0.443817570608204,2.025,30.8125
7407,18-Feb-2016 21:15:00,12.3,0.461371701104324,2.30666666666667,30.2666666666667
7408,18-Feb-2016 21:30:00,12.3,0.452858897676802,2.27142857142857,30.6428571428571
7409,18-Feb-2016 21:45:00,12.3,0.441738633433839,2.27333333333333,25.8
7410,18-Feb-2016 22:00:00,12.3,0.424254472534122,2.26,21.9333333333333
7411,18-Feb-2016 22:15:00,12.3,0.403003779568164,2.37333333333333,15.6
7412,18-Feb-2016 22:30:00,12.3375,0.386563922594638,2.35,14.6875
7413,18-Feb-2016 22:45:00,12.3,0.384518604632453,2.26666666666667,13.8
7414,18-Feb-2016 23:00:00,12.3,0.370001633937413,2.50714285714286,15.5714285714286
7415,18-Feb-2016 23:15:00,12.3,0.348812548401971,2.36,15.9333333333333
7416,18-Feb-2016 23:30:00,12.3,0.357686739504416,2.00666666666667,20.1333333333333
7417,18-Feb-2016 23:45:00,12.3066666666667,0.377252332274255,2.02666666666667,22.7333333333333
7418,19-Feb-2016 00:00:00,12.3,0.39188102038752,2.15,20.25
7419,19-Feb-2016 00:15:00,12.3133333333333,0.408463862770579,2.42,33.4
7420,19-Feb-2016 00:30:00,12.3,0.390247424938878,2.33571428571429,38.6428571428571
7421,19-Feb-2016 00:45:00,12.3,0.400135963684814,1.86666666666667,40.4
7422,19-Feb-2016 01:00:00,12.3,0.465467022711639,1.57333333333333,24.2
7423,19-Feb-2016 01:15:00,12.3,0.521135415360254,2.38,10.3333333333333
7424,19-Feb-2016 01:30:00,12.3,0.464319232651824,2.96875,11.0625
7425,19-Feb-2016 01:45:00,12.3,0.364824818778861,2.54,10.6666666666667
7426,19-Feb-2016 02:00:00,12.3,0.351146458915121,2.07857142857143,10.0
7427,19-Feb-2016 02:15:00,12.3,0.367270367469156,1.94,11.9333333333333
7428,19-Feb-2016 02:30:00,12.24,0.40662607284207,2.01333333333333,10.4666666666667
7429,19-Feb-2016 02:45:00,12.2266666666667,0.423598935434328,2.45333333333333,9.26666666666667
7430,19-Feb-2016 03:00:00,12.23125,0.360931409015702,2.64375,7.8125
7431,19-Feb-2016 03:15:00,12.22,0.32642221052501,2.13333333333333,8.4
7432,19-Feb-2016 03:30:00,12.2357142857143,0.339118617806208,1.89285714285714,8.5
7433,19-Feb-2016 03:45:00,12.2666666666667,0.332387604684751,2.61333333333333,7.86666666666667
7434,19-Feb-2016 04:00:00,12.3,0.220958366135891,3.28,6.8
7435,19-Feb-2016 04:15:00,12.2933333333333,0.192641640723504,2.87333333333333,5.26666666666667
7436,19-Feb-2016 04:30:00,12.3,0.177028897729563,2.45,6.1875
7437,19-Feb-2016 04:45:00,12.2933333333333,0.173880688776473,1.96,6.13333333333333
7438,19-Feb-2016 05:00:00,12.2785714285714,0.201476453123297,1.79285714285714,6.5
7439,19-Feb-2016 05:15:00,12.3,0.226718154755591,2.25333333333333,6.46666666666667
7440,19-Feb-2016 05:30:00,12.3,0.192484811122317,2.72,5.8
7441,19-Feb-2016 05:45:00,12.2933333333333,0.149027636653155,2.52,6.0
7442,19-Feb-2016 06:00:00,12.3,0.144059845412432,2.23125,16.375
7443,19-Feb-2016 06:15:00,12.3,0.14012245272183,1.92666666666667,21.4666666666667
7444,19-Feb-2016 06:30:00,12.2285714285714,0.154349474730143,2.00714285714286,37.0714285714286
7445,19-Feb-2016 06:45:00,12.3,0.157942196007207,2.16,46.2
7446,19-Feb-2016 07:00:00,12.3,0.155852174548131,2.18666666666667,44.4
7447,19-Feb-2016 07:15:00,12.3,0.18893165898345,1.42666666666667,31.8
7448,19-Feb-2016 07:30:00,12.28125,0.282782123184924,1.45,28.9375
7449,19-Feb-2016 07:45:00,12.2066666666667,0.301314162227124,2.68,26.7333333333333
7450,19-Feb-2016 08:00:00,12.2,0.251214200421671,2.99285714285714,28.6428571428571
7451,19-Feb-2016 08:15:00,12.2,0.199153334824679,2.58,30.7333333333333
7452,19-Feb-2016 08:30:00,12.2,0.211299662870244,1.57333333333333,17.2
7453,19-Feb-2016 08:45:00,12.1866666666667,0.278659275373385,1.61333333333333,30.2
7454,19-Feb-2016 09:00:00,12.175,0.295955582229923,2.51875,31.375
7455,19-Feb-2016 09:15:00,12.1933333333333,0.243901972412357,2.86,31.5333333333333
7456,19-Feb-2016 09:30:00,12.2,0.211221760628144,2.09285714285714,31.5714285714286
7457,19-Feb-2016 09:45:00,12.2,0.232665264104204,1.66666666666667,42.6
7458,19-Feb-2016 10:00:00,12.2,0.281281226735648,1.80666666666667,52.0666666666667
7459,19-Feb-2016 10:15:00,12.2,0.290952875593582,2.27333333333333,54.8
7460,19-Feb-2016 10:30:00,12.2,0.274250559862517,2.44375,45.9375
7461,19-Feb-2016 10:45:00,12.16,0.262895814697118,2.20666666666667,48.8
7462,19-Feb-2016 11:00:00,12.1357142857143,0.268496012796822,1.78571428571429,51.3571428571429
7463,19-Feb-2016 11:15:00,12.1,0.314152901202666,1.85333333333333,52.7333333333333
7464,19-Feb-2016 11:30:00,12.1,0.323340184754831,2.23333333333333,47.9333333333333
7465,19-Feb-2016 11:45:00,12.1,0.314020146391281,2.43333333333333,42.6
7466,19-Feb-2016 12:00:00,12.1,0.289024707432851,2.41875,41.8125
7467,19-Feb-2016 12:15:00,12.1,0.279935506046864,2.00666666666667,38.0666666666667
7468,19-Feb-2016 12:30:00,12.1,0.292499990358883,2.11428571428571,34.7857142857143
7469,19-Feb-2016 12:45:00,12.1,0.29074618376112,2.42,28.1333333333333
7470,19-Feb-2016 13:00:00,12.0866666666667,0.27159454197355,2.49333333333333,17.4666666666667
7471,19-Feb-2016 13:15:00,12.0866666666667,0.257878890062786,2.4,22.4666666666667
7472,19-Feb-2016 13:30:00,12.1,0.252231666982993,2.28125,35.625
7473,19-Feb-2016 13:45:00,12.0666666666667,0.253916131130427,2.04,30.9333333333333
7474,19-Feb-2016 14:00:00,12.1,0.26957011687515,2.10714285714286,22.2142857142857
7475,19-Feb-2016 14:15:00,12.1,0.282432991202359,2.28666666666667,18.1333333333333
7476,19-Feb-2016 14:30:00,12.0733333333333,0.279001170493397,2.63333333333333,18.0666666666667
7477,19-Feb-2016 14:45:00,12.0066666666667,0.264653476968235,2.32666666666667,14.6
7478,19-Feb-2016 15:00:00,12.1,0.263071045232216,2.0,14.75
7479,19-Feb-2016 15:15:00,12.0933333333333,0.283443343324058,1.96,16.0666666666667
7480,19-Feb-2016 15:30:00,12.1,0.30072203338927,2.38571428571429,16.1428571428571
7481,19-Feb-2016 15:45:00,12.1,0.275208963624317,2.64666666666667,20.3333333333333
7482,19-Feb-2016 16:00:00,12.04,0.246315508587695,2.24,21.6666666666667
7483,19-Feb-2016 16:15:00,12.0,0.267677074470939,1.82,19.5333333333333
7484,19-Feb-2016 16:30:00,12.0,0.322484173788715,1.8875,26.125
7485,19-Feb-2016 16:45:00,12.0,0.319994218485667,2.55333333333333,24.2666666666667
7486,19-Feb-2016 17:00:00,12.0,0.261161918551322,2.69285714285714,32.2857142857143
7487,19-Feb-2016 17:15:00,12.0,0.242859127643489,1.98,31.1333333333333
7488,19-Feb-2016 17:30:00,12.0,0.313968181441207,1.56,25.9333333333333
7489,19-Feb-2016 17:45:00,12.0,0.41525341410353,1.98666666666667,22.0
7490,19-Feb-2016 18:00:00,12.0,0.385973619014842,2.7875,14.4375
7491,19-Feb-2016 18:15:00,12.0,0.29879348631173,2.74,17.9333333333333
7492,19-Feb-2016 18:30:00,11.9928571428571,0.244369426186403,1.92857142857143,16.5714285714286
7493,19-Feb-2016 18:45:00,11.9066666666667,0.337894352969452,1.52666666666667,20.2666666666667
7494,19-Feb-2016 19:00:00,11.9,0.248898147230774,1.46666666666667,19.9333333333333
7495,19-Feb-2016 19:15:00,11.9,0.206500258095496,1.3,21.3333333333333
7496,19-Feb-2016 19:30:00,11.9,0.352829527792562,1.275,33.5
7497,19-Feb-2016 19:45:00,11.9,0.393764846263362,2.9,47.9333333333333
7498,19-Feb-2016 20:00:00,11.9,0.298275664010968,3.09285714285714,46.2142857142857
7499,19-Feb-2016 20:15:00,11.9,0.281587275138681,1.72666666666667,32.4666666666667
7500,19-Feb-2016 20:30:00,11.9,0.385091438577299,1.45333333333333,28.4666666666667
7501,19-Feb-2016 20:45:00,11.9,0.435395700386821,2.09333333333333,17.2
7502,19-Feb-2016 21:00:00,11.9,0.395959376157671,2.9625,17.5625
7503,19-Feb-2016 21:15:00,11.9733333333333,0.307467151291477,2.63333333333333,14.8
7504,19-Feb-2016 21:30:00,11.9214285714286,0.283186787762874,2.05,22.4285714285714
7505,19-Feb-2016 21:45:00,11.9133333333333,0.303917441734658,1.70666666666667,23.4666666666667
7506,19-Feb-2016 22:00:00,11.9,0.35026928270159,1.94,22.0666666666667
7507,19-Feb-2016 22:15:00,11.9,0.359242167779681,2.64,23.4
7508,19-Feb-2016 22:30:00,11.9,0.310949085626578,2.45625,25.25
7509,19-Feb-2016 22:45:00,11.9,0.303601776566303,1.96,24.6
7510,19-Feb-2016 23:00:00,11.9,0.332959245129955,1.91428571428571,22.7142857142857
7511,19-Feb-2016 23:15:00,11.9,0.355600871917188,2.25333333333333,18.4
7512,19-Feb-2016 23:30:00,11.9,0.341160772742368,2.53333333333333,14.8
7513,19-Feb-2016 23:45:00,11.8866666666667,0.309507853718479,2.44666666666667,8.93333333333333
7514,20-Feb-2016 00:00:00,11.875,0.300632200463686,2.15,9.9375
7515,20-Feb-2016 00:15:00,11.8666666666667,0.30768423164356,1.94,11.4666666666667
7516,20-Feb-2016 00:30:00,11.8928571428571,0.338317965305354,2.15714285714286,13.3571428571429
7517,20-Feb-2016 00:45:00,11.9,0.315740510578313,2.69333333333333,20.8
7518,20-Feb-2016 01:00:00,11.8266666666667,0.271405107334996,2.25333333333333,12.0
7519,20-Feb-2016 01:15:00,11.8,0.290168353236705,1.80666666666667,11.6666666666667
7520,20-Feb-2016 01:30:00,11.8,0.361162444631974,1.9125,10.8125
7521,20-Feb-2016 01:45:00,11.8,0.353122659493039,2.72666666666667,18.5333333333333
7522,20-Feb-2016 02:00:00,11.8,0.274527371892328,2.58571428571429,23.2142857142857
7523,20-Feb-2016 02:15:00,11.8,0.255713988431335,1.93333333333333,9.93333333333333
7524,20-Feb-2016 02:30:00,11.86,0.304788915133657,1.61333333333333,10.5333333333333
7525,20-Feb-2016 02:45:00,11.8933333333333,0.384375269558042,2.11333333333333,9.33333333333333
7526,20-Feb-2016 03:00:00,11.85,0.320279293491623,3.13125,7.875
7527,20-Feb-2016 03:15:00,11.8,0.215842520433279,2.61333333333333,7.33333333333333
7528,20-Feb-2016 03:30:00,11.8,0.202233202952116,1.75,5.21428571428571
7529,20-Feb-2016 03:45:00,11.8,0.231399862985661,2.14,10.1333333333333
7530,20-Feb-2016 04:00:00,11.8,0.176617044331403,3.13333333333333,24.9333333333333
7531,20-Feb-2016 04:15:00,11.8,0.149911808598412,3.09333333333333,19.9333333333333
7532,20-Feb-2016 04:30:00,11.8,0.142534386194877,3.0,6.625
7533,20-Feb-2016 04:45:00,11.8066666666667,0.12466430512425,2.77333333333333,6.66666666666667
