,Time [-],inflow_SB4 [l/s],NH4_load_SB4 [gN/h],NH4_SB4 [gN/m3],NO3_SB4 [gN/m3],NO2_SB4 [gN/m3],TS_SB4 [g/l],DO_SB4 [gO2/l],airflow_SB4 [m3/h],level_SB4 [m],temp_SB4 [°C],pH_SB4 [-],O2_Offgas_SB4 [%],N2O_SB4 [kgN/h]
13,01/04/2018 04:20,0.1286615,5.408467,0.0,3.95,0.0,3.016103,1.164922,0.0,5.68,10.9,6.75,20.63256,0.0
14,01/04/2018 04:40,0.2578616,10.45143,0.0,3.949889,0.0,1.149548,0.2532172,0.0,5.68,10.9,6.75,20.83603,0.0
15,01/04/2018 05:00,0.3795235,12.96568,0.0,3.907973,0.0,0.02410465,0.3037635,0.0,5.68,10.81297,6.75,20.66527,0.0
16,01/04/2018 05:20,0.2572383,8.718868,0.0,3.838574,0.0,0.02,0.3524655,0.0,5.68,10.8,6.75,20.82753,0.0
17,01/04/2018 05:40,0.129285,4.152106,0.0,3.770801,0.0,0.02,0.4105533,0.0,5.68,10.8,6.750198,20.26143,0.0
18,01/04/2018 06:00,0.3870758,11.49509,0.0,3.701313,0.0,0.02,0.5103138,0.0,5.678741,10.8,6.75,20.11671,0.0
19,01/04/2018 06:20,0.1290583,3.322965,0.0,3.563992,0.0,0.02429135,0.6041955,0.0,5.669999,10.8,6.75,20.4551,0.0
20,01/04/2018 06:40,0.0,0.0,0.0,3.494109,0.0,0.02,0.6497288,0.0,5.171339,10.8,6.754009,20.52264,0.0
21,01/04/2018 07:00,0.0,0.0,0.0,3.386535,0.0,0.02,0.6890132,0.0,4.111572,10.79782,6.769999,20.68638,0.0
22,01/04/2018 07:20,0.0,0.0,0.0,3.203202,0.0,0.02,0.709406,0.0,3.857842,10.77343,6.769999,20.63709,0.0
23,01/04/2018 07:40,177.066,5547.767,0.0820989,2.319836,0.0,2.143876,0.7818401,0.0,3.975598,10.76477,6.779853,20.18999,0.0
24,01/04/2018 08:00,163.7632,4995.171,0.21,1.534604,0.0,4.128947,2.3252,1697.328,4.53966,10.75682,6.802001,17.06227,0.0
25,01/04/2018 08:20,154.3831,4612.967,0.0629545,2.052785,0.0,3.80727,2.904327,1068.643,5.013821,10.7,6.78199,15.46052,0.0
26,01/04/2018 08:40,33.06064,982.8,0.0,2.596324,0.0,3.575972,3.727856,1022.4,5.262628,10.7,6.769999,15.14099,0.0
27,01/04/2018 09:00,0.2999375,7.156989,0.0,2.793314,0.0,3.555333,6.108308,1022.4,5.252313,10.7,6.77,16.24719,0.0
28,01/04/2018 09:20,1.216164,35.43583,0.0,2.811523,0.0,3.513571,7.111799,533.9263,5.239999,10.7,6.79,19.15298,0.0
29,01/04/2018 09:40,0.3861128,11.68954,0.0,2.873305,0.0,3.051845,4.490256,0.0,5.239999,10.7,6.79,20.91229,0.0
30,01/04/2018 10:00,0.0,0.0,0.0,2.86594,0.0,0.4258792,2.98585,0.0,5.239999,10.7,6.79,20.77745,0.0
31,01/04/2018 10:20,0.0,0.0,0.0,2.875256,0.0,0.02,3.126119,0.0,5.239999,10.7,6.79,20.5823,0.0
32,01/04/2018 10:40,0.1700851,9.050124,0.0,2.880001,0.0,0.02,2.417577,0.0,5.239999,10.78549,6.79,20.33403,0.0
33,01/04/2018 11:00,0.2164952,13.71102,0.0,2.880001,0.0,0.02433235,1.572411,0.0,5.239999,10.8,6.79,20.41988,0.0
34,01/04/2018 11:20,0.2595618,17.19902,0.0,2.838002,0.0,0.02,1.278155,0.0,5.239999,10.8,6.789448,20.32331,0.0
35,01/04/2018 11:40,0.2575783,18.01106,0.0,2.772042,0.0,0.02,1.357229,0.0,5.239999,10.74242,6.79,20.48162,0.0
36,01/04/2018 12:00,0.0,0.0,0.0,2.743158,0.0,0.02,1.054451,0.0,5.239999,10.73225,6.79,20.92572,0.0
37,01/04/2018 12:20,0.0,0.0,0.0,2.671472,0.0,0.02,0.9990003,0.0,5.193758,10.8,6.79,20.91664,0.0
38,01/04/2018 12:40,0.0,0.0,0.0,2.610202,0.0,0.02,1.035153,0.0,4.321521,10.78667,6.790481,20.94769,0.0
39,01/04/2018 13:00,0.9267094,81.31598,0.0,2.516246,0.0,0.026363,1.040374,195.9271,3.593369,10.78476,6.790347,21.00448,0.0
40,01/04/2018 13:20,166.0488,14199.02,0.0,1.90716,0.0,1.903086,2.008048,664.0773,3.594191,10.87207,6.79,19.90222,0.0
41,01/04/2018 13:40,485.1461,40556.97,2.568374,1.23251,0.0,4.111859,0.8244497,2300.154,4.756654,11.1235,6.85414,18.50374,0.0
42,01/04/2018 14:00,370.2091,29534.73,6.444674,1.630964,0.0,3.030059,1.802058,2932.402,6.017911,11.29049,6.93185,17.36024,0.002089908
43,01/04/2018 14:20,124.6803,9197.877,7.072608,2.239252,0.0,2.724607,1.826064,2523.282,6.712269,11.36166,6.96333,16.34765,0.01410551
44,01/04/2018 14:40,0.62908,28.911,5.238776,3.053391,0.0,2.89685,2.41691,2083.154,6.749579,11.47421,6.922658,15.58332,0.03111538
45,01/04/2018 15:00,2.024365,93.84505,3.445436,3.904165,0.0,2.963733,2.557492,1770.797,6.731111,11.5,6.856748,14.99632,0.04164362
46,01/04/2018 15:20,2.027922,75.11152,1.697771,4.718524,0.0,2.965032,2.689098,1564.738,6.730002,11.5,6.807285,14.69248,0.04622605
47,01/04/2018 15:40,2.761129,119.7015,0.4531219,5.491191,0.0,2.763872,2.841217,1065.139,6.730002,11.5,6.766416,15.10835,0.02923507
48,01/04/2018 16:00,0.379355,13.3121,0.0,5.992608,0.0,2.138986,0.7304837,0.0,6.730002,11.5,6.75,18.34608,0.0
49,01/04/2018 16:20,0.2576917,10.09142,0.0,6.086642,0.0,0.04870574,0.2111458,0.0,6.730002,11.53523,6.75,19.54944,0.0
50,01/04/2018 16:40,0.3792867,13.63543,0.0,6.034484,0.0,0.03,0.3087695,0.0,6.726353,11.6,6.75,20.07664,0.0
51,01/04/2018 17:00,0.3642915,14.25253,0.0,5.926296,0.0,0.03,0.423856,0.0,6.72,11.6,6.75,20.27382,0.0
52,01/04/2018 17:20,0.1433842,4.800128,0.0,5.964055,0.0,0.03,0.5333016,0.0,6.72,11.62458,6.75,20.35958,0.0
53,01/04/2018 17:40,0.1290158,5.378641,0.0,6.02035,0.0,0.03,0.6458727,0.0,6.72,11.6,6.75,20.64614,0.0
54,01/04/2018 18:00,0.515709,22.52587,0.0,6.016702,0.0,0.03,0.7803465,0.0,6.671384,11.58805,6.75,20.61695,0.0
55,01/04/2018 18:20,0.0,0.0,0.0,5.928534,0.0,0.03,0.7453766,0.0,5.490608,11.50183,6.75192,20.94918,0.0
56,01/04/2018 18:40,0.0,0.0,0.0,5.671432,0.0,0.03,0.7729098,0.0,4.31652,11.5,6.769999,21.07125,0.0
57,01/04/2018 19:00,363.9573,20094.56,0.7059845,4.787918,0.0,0.9634765,0.8281024,516.7403,4.667489,11.5,6.797284,19.87137,0.0
58,01/04/2018 19:20,313.5509,17669.22,2.884564,2.893761,0.0,3.311757,1.962178,2750.786,5.715051,11.5,6.862537,17.16879,0.0
59,01/04/2018 19:40,212.3923,12004.42,3.287954,3.249276,0.0,2.937367,2.219269,2519.194,6.437518,11.5,6.868821,16.64939,0.007087073
60,01/04/2018 20:00,8.595419,477.9486,2.298963,3.921547,0.0,2.860307,2.49027,2041.646,6.691518,11.52148,6.867085,15.63971,0.02205089
61,01/04/2018 20:20,0.8798856,36.91592,0.6341647,4.751871,0.0,2.939092,2.783257,1353.752,6.672848,11.6,6.81636,14.80325,0.02071893
62,01/04/2018 20:40,2.909335,142.5967,0.03862116,5.392299,0.0,2.967736,2.738274,737.8954,6.660001,11.6,6.785377,14.02174,0.01022035
63,01/04/2018 21:00,3.620492,180.3594,0.0,5.567235,0.0,2.970408,3.075914,478.0945,6.660001,11.6,6.78,15.62931,0.004755769
64,01/04/2018 21:20,0.3860841,16.9741,0.0,5.561938,0.0,2.641936,1.648774,0.0,6.660001,11.6,6.781275,19.79139,0.0
65,01/04/2018 21:40,0.3873593,16.45577,0.0,5.515068,0.0,0.04,0.4333144,0.0,6.660001,11.57104,6.797862,20.26406,0.0
66,01/04/2018 22:00,0.1285767,5.479099,0.0,5.499309,0.0,0.04,0.375231,0.0,6.660001,11.5,6.781585,20.10326,0.0
67,01/04/2018 22:20,0.2811092,11.93509,0.0,5.462062,0.0,0.03640832,0.4199461,0.0,6.660001,11.5,6.78,20.21732,0.0
68,01/04/2018 22:40,0.2344442,10.96995,0.0,5.391049,0.0,0.03,0.5295126,0.0,6.660001,11.46612,6.78,20.02485,0.0
69,01/04/2018 23:00,0.3858722,18.5167,0.0,5.350614,0.0,0.03,0.6380087,0.0,6.657363,11.4,6.78,19.97109,0.0
70,01/04/2018 23:20,0.3864245,19.56078,0.0,5.280983,0.0,0.03135749,0.7028593,0.0,6.650001,11.4,6.78,20.25089,0.0
71,01/04/2018 23:40,0.0,0.0,0.0,5.166344,0.0,0.03,0.7622273,0.0,6.419318,11.4,6.780898,20.44908,0.0
72,02/04/2018 00:00,0.0,0.0,0.0,5.124873,0.0,0.03,0.789056,0.0,4.945329,11.4,6.797455,20.44568,0.0
73,02/04/2018 00:20,0.129214,6.609263,0.0,4.862651,0.0,0.03,0.8086119,0.0,3.97975,11.4,6.800002,20.59446,0.0
74,02/04/2018 00:40,177.833,11899.78,0.1991037,4.220262,0.0,0.739438,0.8185682,0.0,4.022714,11.43128,6.806912,20.23768,0.0
75,02/04/2018 01:00,197.4335,13319.96,1.514901,2.294602,0.0,4.034109,1.602402,2587.375,4.718501,11.5,6.845455,18.78543,0.0
76,02/04/2018 01:20,136.8363,9300.287,1.677184,2.760848,0.0,3.731017,2.034945,2519.194,5.121981,11.5,6.85254,17.32398,0.003548685
77,02/04/2018 01:40,65.15903,4384.889,0.9212322,3.55916,0.0,3.536601,2.312436,2328.515,5.464253,11.48955,6.839999,16.70553,0.01651875
78,02/04/2018 02:00,0.0,0.0,0.2349234,4.327415,0.0,3.45,2.786666,1114.764,5.465535,11.5,6.822813,15.52431,0.008602749
79,02/04/2018 02:20,0.3790445,19.75121,0.0,4.759215,0.0,3.450597,4.031604,633.5797,5.450163,11.5,6.809999,15.95503,0.003091543
80,02/04/2018 02:40,2.518707,154.8955,0.0,4.819073,0.0,3.451716,2.977365,393.1669,5.449098,11.49673,6.809999,19.43201,0.000254504
81,02/04/2018 03:00,0.8871242,45.60711,0.0,4.816791,0.0,3.453017,2.001978,115.6138,5.440001,11.44657,6.809999,19.45078,0.0
82,02/04/2018 03:20,0.128506,7.057926,0.0,4.82162,0.0,2.980656,0.3309273,0.0,5.440001,11.49936,6.809999,20.03699,0.0
83,02/04/2018 03:40,0.257819,13.67623,0.0,4.752674,0.0,0.04,0.2726107,0.0,5.440001,11.34032,6.809999,20.16851,0.0
84,02/04/2018 04:00,0.2579752,14.93018,0.0,4.664544,0.0,0.04348066,0.3817135,0.0,5.440001,11.3,6.809999,20.22456,0.0
85,02/04/2018 04:20,0.0,0.0,0.0,4.544424,0.0,0.05,0.483035,0.0,5.440001,11.3,6.809999,20.50132,0.0
86,02/04/2018 04:40,0.2581592,13.96928,0.0,4.473738,0.0,0.05,0.5969455,0.0,5.440001,11.3,6.811413,20.42489,0.0
87,02/04/2018 05:00,0.3864244,20.57447,0.0,4.373294,0.0,0.05,0.6935713,0.0,5.440001,11.3,6.809999,20.47827,0.0
88,02/04/2018 05:20,0.2574645,13.47587,0.0,4.282913,0.0,0.05,0.7479628,0.0,5.439867,11.3,6.810445,20.5718,0.0
89,02/04/2018 05:40,0.0,0.0,0.0,4.109969,0.0,0.04234601,0.7663281,0.0,4.76504,11.3,6.811629,20.59539,0.0
90,02/04/2018 06:00,0.12903,6.179119,0.0,3.864405,0.0,0.04,0.79,0.0,3.871275,11.3,6.827454,20.81906,0.0
91,02/04/2018 06:20,11.74797,719.741,0.0,3.61569,0.0,0.04012,0.8003045,0.0,3.676103,11.24992,6.830001,20.7915,0.0
92,02/04/2018 06:40,221.0477,13454.71,0.1319263,2.184366,0.0,3.781868,1.264271,960.4857,4.040538,11.26009,6.836839,20.32058,0.0
93,02/04/2018 07:00,121.9479,7209.717,0.6131366,1.898718,0.0,4.087079,2.541383,1666.121,4.475745,11.2,6.859229,17.69873,0.0
94,02/04/2018 07:20,104.5608,5982.08,0.0693825,2.729081,0.0,3.856203,2.829895,1252.421,4.80203,11.16708,6.830001,17.08127,0.0
95,02/04/2018 07:40,0.0,0.0,0.0,3.246863,0.0,3.740651,4.242599,1022.4,4.905087,11.1,6.830001,16.50201,0.0
96,02/04/2018 08:00,0.2643435,11.86116,0.0,3.413901,0.0,3.730331,6.260331,1022.4,4.885116,11.1,6.841269,17.41334,0.0
97,02/04/2018 08:20,0.3725833,15.60807,0.0,3.44,0.0,3.718013,5.294065,124.9005,4.88,11.1,6.849999,19.84388,0.0
98,02/04/2018 08:40,0.0,0.0,0.0,3.44,0.0,3.614399,2.710672,0.0,4.88,11.10491,6.849999,20.69639,0.0
99,02/04/2018 09:00,0.1289733,5.05523,0.0,3.44,0.0,0.5366155,1.427229,0.0,4.88,11.2,6.850586,20.86756,0.0
100,02/04/2018 09:20,0.352552,12.99998,0.0,3.44,0.0,0.04,1.203789,0.0,4.88,11.2,6.850551,20.99892,0.0
101,02/04/2018 09:40,0.1661325,5.441923,0.0,3.44,0.0,0.04,0.680346,0.0,4.88,11.23874,6.849999,20.97747,0.0
102,02/04/2018 10:00,0.3798535,16.00279,0.0,3.44,0.0,0.04489035,0.7067986,0.0,4.88,11.3,6.849999,20.63129,0.0
103,02/04/2018 10:20,0.6466231,38.1888,0.0,3.420815,0.0,0.04,0.5993069,0.0,4.88,11.3,6.849999,20.22996,0.0
104,02/04/2018 10:40,0.2923825,15.5911,0.0,3.358971,0.0,0.04044634,0.3532133,0.0,4.88,11.32488,6.849999,20.40961,0.0
105,02/04/2018 11:00,0.4601503,31.29861,0.0,3.346997,0.0,0.04,0.4443632,0.0,4.88,11.45418,6.849999,20.57545,0.0
106,02/04/2018 11:20,0.3947268,30.07365,0.0,3.341752,0.0,0.04,0.5835046,0.0,4.795071,11.5,6.849999,20.71776,0.0
107,02/04/2018 11:40,0.0,0.0,0.002552835,3.355326,0.0,0.04277042,0.6525056,0.0,3.995359,11.5,6.852516,20.79064,0.0
108,02/04/2018 12:00,1.529338,146.3513,0.002395585,3.312005,0.0,0.04,1.180053,569.1279,3.507267,11.46049,6.85288,20.52382,0.0
109,02/04/2018 12:20,123.5944,13505.81,0.076547,1.566756,0.0,4.44335,2.718245,663.6549,3.568754,11.47503,6.851454,19.07186,0.0
110,02/04/2018 12:40,295.292,33179.83,3.538246,1.592613,0.0,4.227058,0.9562821,2299.679,4.352105,11.6899,6.906411,19.09924,0.000519322
111,02/04/2018 13:00,203.2409,23301.94,6.600929,2.037195,0.0,3.773938,1.774295,2932.971,5.025115,11.85604,6.949998,18.05275,0.01441344
112,02/04/2018 13:20,159.1403,18361.06,7.838367,2.946225,0.0,3.477944,1.753322,2841.051,5.573243,12.01857,6.949998,17.15692,0.04833836
113,02/04/2018 13:40,0.750255,66.26019,7.725636,3.792704,0.0,3.32,2.18158,2460.413,5.702387,12.12598,6.930883,16.27115,0.08083911
114,02/04/2018 14:00,3.520475,345.8992,5.789327,4.765338,0.0,3.304672,2.25517,1774.886,5.690001,12.2,6.884252,15.84697,0.08705294
115,02/04/2018 14:20,3.392433,308.9479,3.861002,5.703677,0.0,3.311244,2.325802,1774.886,5.690001,12.2,6.845006,15.49972,0.1130138
116,02/04/2018 14:40,2.381285,201.2746,1.996167,6.646694,0.0,3.322928,2.616765,1616.69,5.684793,12.27565,6.808255,15.15251,0.114774
117,02/04/2018 15:00,3.777086,349.8094,0.4904316,7.555327,0.0,3.321353,2.821126,1280.055,5.689581,12.3,6.761392,16.0837,0.07354092
118,02/04/2018 15:20,0.6577077,55.71578,0.0196189,8.221692,0.0,3.317131,1.734219,105.2251,5.68185,12.3,6.75,18.35548,0.002622412
119,02/04/2018 15:40,0.6168171,49.65415,0.0,8.327122,0.0,2.160598,0.2653969,0.0,5.68,12.3,6.75248,19.35956,0.0
120,02/04/2018 16:00,0.2051757,17.6694,0.00064625,8.263762,0.0,0.06330134,0.3145364,0.0,5.68,12.3,6.767735,20.14101,0.0
121,02/04/2018 16:20,0.4324777,32.2137,0.0,8.219656,0.0,0.05,0.4580532,0.0,5.68,12.3,6.75,20.3908,0.0
122,02/04/2018 16:40,0.3864805,30.57614,0.0,8.222815,0.0,0.05,0.6188508,0.0,5.68,12.3,6.75,20.45197,0.0
123,02/04/2018 17:00,0.6369628,49.32023,0.0,8.216391,0.0,0.05,0.7394354,0.0,5.68,12.3,6.75,20.65169,0.0
124,02/04/2018 17:20,0.3014382,22.58707,0.0,8.212168,0.0,0.05,0.8042947,0.0,5.68,12.3,6.751781,20.68111,0.0
125,02/04/2018 17:40,0.2149934,18.9257,0.002059165,8.2082,0.0,0.06154314,0.8320056,0.0,5.427337,12.27014,6.764475,20.70951,0.0
126,02/04/2018 18:00,0.0,0.0,0.0018205,8.058934,0.0,0.05999999,0.8572236,0.0,4.312711,12.2,6.769999,20.90129,0.0
127,02/04/2018 18:20,68.20488,6713.063,0.1780163,6.302538,0.0,3.363104,1.778393,700.5424,4.023915,12.20889,6.771852,20.1546,0.00791286
128,02/04/2018 18:40,284.294,28086.38,2.542108,5.377203,0.0,3.972209,0.9428971,1718.823,4.695333,12.3,6.835658,17.73693,0.02899108
129,02/04/2018 19:00,186.9198,18530.67,4.20654,5.088068,0.0,3.619632,1.769028,3010.061,5.325615,12.3,6.87,17.45942,0.06934338
130,02/04/2018 19:20,178.4306,17714.73,5.145267,5.454649,0.0,3.324912,1.73465,2527.372,5.870792,12.3,6.882954,16.51219,0.1141309
131,02/04/2018 19:40,1.35113,119.6135,5.190649,6.016893,0.0,3.121967,2.129128,2519.903,6.025548,12.3,6.888814,15.81734,0.1700997
132,02/04/2018 20:00,2.513503,206.5064,2.996135,6.996778,0.0,3.172189,2.389066,1775.393,6.019456,12.3,6.839053,15.13349,0.1368381
133,02/04/2018 20:20,3.841909,314.8405,1.2081,7.889016,0.0,3.181153,2.640611,1607.986,6.019999,12.39695,6.801286,14.69879,0.1285818
134,02/04/2018 20:40,3.767849,288.4223,0.1703571,8.695191,0.0,3.17575,2.620446,1019.646,6.015536,12.4,6.775528,15.7186,0.06241315
135,02/04/2018 21:00,1.403837,115.7338,0.0,9.058744,0.0,3.190031,2.220275,209.4519,6.010001,12.4,6.769999,20.17373,0.002807782
136,02/04/2018 21:20,0.18029,16.90165,0.0,9.090067,0.0,1.892891,0.4560563,0.0,6.010001,12.4,6.769999,20.89978,0.0
137,02/04/2018 21:40,0.508652,41.8886,0.0,9.070558,0.0,0.05999999,0.4127134,0.0,6.010001,12.4,6.769999,20.87824,0.0
138,02/04/2018 22:00,0.4951818,40.83101,0.0,8.932032,0.0,0.06411035,0.5243253,0.0,6.010001,12.4,6.769999,20.88601,0.0
139,02/04/2018 22:20,0.1525608,12.07421,0.0,8.794477,0.0,0.05999999,0.6770884,0.0,6.010001,12.4,6.769999,20.7429,0.0
140,02/04/2018 22:40,0.1255734,10.85834,0.0,8.7845,0.0,0.05999999,0.8007142,0.0,6.010001,12.4,6.769999,20.86363,0.0
141,02/04/2018 23:00,0.3013315,22.99725,0.0,8.652983,0.0,0.05999999,0.8472581,0.0,6.010001,12.4,6.769999,20.87941,0.0
142,02/04/2018 23:20,0.3356648,33.49076,0.0,8.550349,0.0,0.05999999,0.8811023,0.0,5.950358,12.4,6.769999,20.7871,0.0
143,02/04/2018 23:40,0.0,0.0,0.002675915,8.467872,0.0,0.1504329,0.89,0.0,4.876683,12.4,6.784468,20.63676,0.0
144,03/04/2018 00:00,1.396424,129.8416,0.002102665,8.403356,0.0,0.09469018,1.097526,390.3336,4.044373,12.4,6.79,18.80899,0.01483379
145,03/04/2018 00:20,96.7825,9517.662,0.03223585,6.50882,0.0,4.016716,2.429262,662.2023,4.055882,12.4,6.790704,17.58584,0.02293728
146,03/04/2018 00:40,209.9729,20512.0,1.461694,5.960799,0.0,3.97671,0.9278327,2298.77,4.655536,12.4247,6.840287,19.25347,0.02707196
147,03/04/2018 01:00,117.1008,11196.94,2.116877,5.873183,0.0,3.727656,1.760942,3148.006,5.056912,12.5,6.86,17.95673,0.06902406
148,03/04/2018 01:20,88.45953,8301.768,1.639201,6.491669,0.0,3.426896,1.898782,2879.913,5.389826,12.5,6.86,16.79501,0.1139387
149,03/04/2018 01:40,1.043102,85.84327,0.7007858,7.24624,0.0,3.440948,2.662397,1936.285,5.431222,12.5,6.851532,16.52805,0.0883895
150,03/04/2018 02:00,1.88971,145.2737,0.0,7.966368,0.0,3.4468,3.62727,891.8237,5.419999,12.5,6.839999,16.05764,0.0347339
151,03/04/2018 02:20,2.010381,146.7062,0.0,8.184237,0.0,3.451054,2.929741,412.9848,5.419999,12.5,6.839999,20.07855,0.002183777
152,03/04/2018 02:40,2.031647,155.0995,0.0,8.214194,0.0,3.390664,2.352242,297.7755,5.419999,12.5,6.839999,20.98594,0.0
153,03/04/2018 03:00,0.2462451,17.91628,0.0,8.175015,0.0,3.376582,0.3872901,0.0,5.419999,12.5,6.823929,20.9803,0.0
154,03/04/2018 03:20,0.128846,8.627764,0.0,8.156879,0.0,0.3131599,0.2799438,0.0,5.419999,12.5,6.838469,20.9798,0.0
155,03/04/2018 03:40,0.6372858,43.15265,0.0,8.061485,0.0,0.0619685,0.3906029,0.0,5.419999,12.5,6.839999,20.91202,0.0
156,03/04/2018 04:00,0.3867355,27.27387,0.0,7.934478,0.0,0.07000001,0.5303923,0.0,5.419999,12.5,6.839999,20.80062,0.0
157,03/04/2018 04:20,0.1290016,9.070575,0.0,7.782539,0.0,0.07000001,0.6571674,0.0,5.419999,12.5,6.839999,20.75389,0.0
158,03/04/2018 04:40,0.37976,25.95637,0.0,7.615571,0.0,0.07000001,0.7462032,0.0,5.419999,12.5,6.839999,20.17405,0.0
159,03/04/2018 05:00,0.1144385,6.26895,0.0,7.551127,0.0,0.07000001,0.7860085,0.0,5.019549,12.47341,6.839999,20.53024,0.0
160,03/04/2018 05:20,1.386431,90.62731,0.0,7.369511,0.0,0.07000001,0.9021443,260.1777,4.095303,12.42074,6.839999,20.37171,0.004387526
161,03/04/2018 05:40,1.330857,88.15968,0.0,6.08,0.0,3.125462,2.665232,1018.31,4.006148,12.5,6.854252,17.74343,0.009910949
162,03/04/2018 06:00,1.695005,120.839,0.0,5.681124,0.0,4.341009,4.508747,1018.31,4.006023,12.5,6.86,18.01394,0.002796985
163,03/04/2018 06:20,184.2609,13544.53,0.000308334,5.69686,0.0,4.251045,2.772679,667.3755,4.28305,12.43615,6.878133,19.06816,0.004589904
164,03/04/2018 06:40,142.7715,10345.98,0.0045,5.720392,0.0,3.871585,2.6142,1627.726,4.774208,12.28845,6.877982,16.9777,0.02084171
165,03/04/2018 07:00,135.2475,9569.021,0.0,6.120862,0.0,3.664275,2.838189,1152.878,5.132226,12.2,6.86,16.36365,0.01335151
166,03/04/2018 07:20,14.80916,979.5601,0.0,6.371404,0.0,3.497498,3.47959,1123.801,5.346941,12.2,6.86,15.80421,0.009136468
167,03/04/2018 07:40,0.7173404,42.97289,0.0,6.508409,0.0,3.462081,5.513675,1018.31,5.330469,12.2,6.86,16.42163,0.005976179
168,03/04/2018 08:00,0.5583884,32.467,0.0,6.595654,0.0,3.450103,5.537308,328.1771,5.330001,12.2,6.869611,19.53095,0.000987987
169,03/04/2018 08:20,1.385809,69.60789,0.0,6.64,0.0,2.250114,3.11385,173.3272,5.330001,12.2,6.868136,20.71972,0.0
170,03/04/2018 08:40,0.5076885,24.41137,0.0,6.633802,0.0,2.588748,1.41775,0.0,5.330001,12.2,6.86,20.49906,0.0
171,03/04/2018 09:00,0.4273092,22.89298,0.0,6.644637,0.0,0.7055435,0.3258119,0.0,5.330001,12.2,6.86,20.06995,0.0
172,03/04/2018 09:20,0.2202633,14.62605,0.0,6.596475,0.0,0.07000001,0.4023675,0.0,5.330001,12.2,6.86,20.20958,0.0
173,03/04/2018 09:40,0.0,0.0,0.0,6.53253,0.0,0.07000001,0.3971604,0.0,5.330001,12.20239,6.86,20.12167,0.0
174,03/04/2018 10:00,0.362369,30.95707,0.0,6.469403,0.0,0.07000001,0.36672,0.0,5.330001,12.3,6.86,20.10753,0.0
175,03/04/2018 10:20,0.4039617,32.03611,0.0,6.44541,0.0,0.07000001,0.4213876,0.0,5.303817,12.37588,6.86,20.19541,0.0
176,03/04/2018 10:40,0.0,0.0,0.0,6.393476,0.0,0.07090568,0.5264233,0.0,4.457369,12.4,6.86,20.32546,0.0
177,03/04/2018 11:00,1.637498,164.1035,0.0,5.694245,0.0,2.132505,1.377127,753.9719,4.0,12.4,6.86,20.01943,0.002208263
178,03/04/2018 11:20,1.644576,178.006,0.000418334,5.094692,0.0,4.292771,2.653196,737.8954,4.0,12.4,6.871729,19.15025,0.001905254
179,03/04/2018 11:40,22.83449,2670.433,6.25e-05,5.237782,0.0,4.250961,3.866793,611.4691,4.006458,12.42383,6.88,18.69842,0.002202668
180,03/04/2018 12:00,307.7713,36088.83,1.576329,5.126431,0.0,4.016681,1.034406,1333.124,4.573979,12.5,6.89573,19.50397,0.00916034
181,03/04/2018 12:20,226.6275,26177.13,3.845397,5.057715,0.0,3.649991,1.783641,3197.942,5.316524,12.55715,6.935452,17.20165,0.1250555
