,Time [-],inflow [l/s],NH4_load [gN/h],NH4 [gN/m3],NO3 [gN/m3],NO2 [gN/m3],TS [g/l],DO [gO2/l],airflow [m3/h],level [m],temp [Ãƒâ€šÃ‚Â°C],pH [-],O2_Offgas [%],N2O [kgN/h],tank_nr,N2O [kgN/h]_delay_1,N2O [kgN/h]_delay_2,N2O [kgN/h]_delay_3,N2O [kgN/h]_delay_4,N2O [kgN/h]_delay_5,percent_change,modified
11,01/04/2018 15:00,0.6606121,28.29536,0.5284278,2.451478,0.0,3.045619,2.493001,880.2982,6.04,10.8,6.784282,17.74405,0.07781287,2.0,0.09818339,0.08563907,0.05992834,0.03782975,0.01442221,0.0,0.0
12,01/04/2018 18:00,220.4355,11534.36,0.2493414,2.047264,0.0,0.6804891,0.8090543,939.0052,4.01836,10.78286,6.79515,20.65758,0.6962309,2.0,0.07781287,0.09818339,0.08563907,0.05992834,0.03782975,0.0,0.0
13,01/04/2018 18:20,266.042,14123.11,1.993346,1.108222,0.0,3.339801,2.328259,1982.896,5.026993,10.8,6.902505,19.1417,2.61231,2.0,0.6962309,0.07781287,0.09818339,0.08563907,0.05992834,0.0,0.0
14,01/04/2018 18:40,262.4189,14169.15,3.033039,1.298492,0.0,2.970351,2.268891,2515.104,5.681336,10.8,6.917,18.51611,3.123476,2.0,2.61231,0.6962309,0.07781287,0.09818339,0.08563907,0.0,0.0
15,01/04/2018 19:00,53.0341,2896.969,2.510717,1.533191,0.0,2.90625,2.286852,2207.406,6.165777,10.8,6.921336,18.60244,1.036906027411525,2.0,3.123476,2.61231,0.6962309,0.07781287,0.09818339,-0.5084597955673348,1.0
16,01/04/2018 19:20,0.750145,34.50858,1.156546,1.779892,0.0,3.005507,2.407007,1676.736,6.169999,10.8,6.873076,18.57994,1.32055,2.0,2.109504,3.123476,2.61231,0.6962309,0.07781287,0.0,0.0
17,01/04/2018 19:40,0.8749871,41.12658,0.18162,2.009135,0.0,3.0,1.230946,295.8145,6.169999,10.8,6.844539,20.41133,0.1407427,2.0,1.32055,2.109504,3.123476,2.61231,0.6962309,0.0,0.0
18,02/04/2018 00:00,183.021,11835.26,4.306824,1.002689,0.0,3.083259,1.117773,2739.339,4.904315,10.77128,7.008166,19.28699,0.2540506,2.0,0.1407427,1.32055,2.109504,3.123476,2.61231,0.0,0.0
19,02/04/2018 00:20,180.5038,11903.39,3.45014,0.9469584,0.0,3.305513,1.809854,2515.104,5.424485,10.8,6.949998,19.01078,0.0008694926083599452,2.0,0.2540506,0.1407427,1.32055,2.109504,3.123476,-0.9935632714082456,1.0
20,02/04/2018 00:40,51.05855,3408.707,2.700003,1.199849,0.0,3.203265,1.91621,2515.104,5.732106,10.8,6.940542,18.55876,0.1318423,2.0,0.135083,0.2540506,0.1407427,1.32055,2.109504,0.0,0.0
21,02/04/2018 01:00,1.257624,72.69747,1.62253,1.443223,0.0,3.168029,2.473754,2048.235,5.760001,10.8,6.912814,18.49087,0.1236061,2.0,0.1318423,0.135083,0.2540506,0.1407427,1.32055,0.0,0.0
22,02/04/2018 01:20,0.6572583,37.15972,0.4474069,1.718212,0.0,3.187373,2.679726,1352.1,5.760001,10.8,6.879816,18.16257,0.0895991,2.0,0.1236061,0.1318423,0.135083,0.2540506,0.1407427,0.0,0.0
23,02/04/2018 01:40,1.860427,104.9698,0.0249865,1.993212,0.0,3.166189,2.752213,1062.268,5.760001,10.8,6.854543,18.27982,0.06927111,2.0,0.0895991,0.1236061,0.1318423,0.135083,0.2540506,0.0,0.0
24,02/04/2018 02:00,1.137236,63.58664,0.0,2.268099,0.0,3.17852,1.452478,329.1684,5.760001,10.8,6.867174,20.30672,0.002443561828197537,2.0,0.06927111,0.0895991,0.1236061,0.1318423,0.135083,-0.7542450784688597,1.0
25,02/04/2018 05:40,241.1969,15947.54,0.3915045,1.499242,0.0,0.735968,0.7393985,899.4032,4.146327,10.6,6.903749,20.89448,0.008564612,2.0,0.009943084,0.06927111,0.0895991,0.1236061,0.1318423,0.0,0.0
26,02/04/2018 06:00,115.0438,7369.836,1.968921,0.995406,0.0,3.509763,2.692601,1695.429,4.540974,10.6,6.949806,19.10565,0.01413727,2.0,0.008564612,0.009943084,0.06927111,0.0895991,0.1236061,0.0,0.0
27,02/04/2018 06:20,118.5976,7394.151,1.128589,1.287625,0.0,3.414211,2.752728,1295.77,4.901694,10.54565,6.922553,18.09803,0.006213224,2.0,0.01413727,0.008564612,0.009943084,0.06927111,0.0895991,0.0,0.0
28,02/04/2018 06:40,8.074836,493.4728,0.3227561,1.57947,0.0,3.431216,3.190573,1125.959,5.048969,10.5,6.895873,17.71924,0.007615727,2.0,0.006213224,0.01413727,0.008564612,0.009943084,0.06927111,0.0,0.0
29,02/04/2018 07:00,0.3797748,19.82433,0.0,1.822292,0.0,3.5,4.453579,1014.221,5.042258,10.5,6.888869,17.89005,0.013311947549993128,2.0,0.007615727,0.006213224,0.01413727,0.008564612,0.009943084,0.7207502394599274,1.0
30,02/04/2018 07:20,0.388195,18.11107,0.0,2.137486,0.0,3.48945,3.94758,461.4226,5.04,10.5,6.900001,18.6114,0.002628384,2.0,0.00773613,0.007615727,0.006213224,0.01413727,0.008564612,0.0,0.0
31,02/04/2018 07:40,0.6586032,30.32652,0.0,2.393658,0.0,3.495868,2.865322,434.7228,5.04,10.5,6.900001,19.49959,0.001766143,2.0,0.002628384,0.00773613,0.007615727,0.006213224,0.01413727,0.0,0.0
32,02/04/2018 12:00,199.7163,20970.69,9.808019,1.112716,0.0,3.250294,2.30121,1804.843,5.176774,10.95122,7.025372,18.23777,0.002962696,2.0,0.001766143,0.002628384,0.00773613,0.007615727,0.006213224,0.0,0.0
33,02/04/2018 12:20,148.3902,16121.46,10.60184,1.397821,0.0,3.088315,2.236675,2232.46,5.704121,11.09291,7.019897,17.84049,0.02723228,2.0,0.002962696,0.001766143,0.002628384,0.00773613,0.007615727,0.0,0.0
34,02/04/2018 12:40,1.175373,118.4391,9.963919,1.661982,0.0,3.105775,2.449607,1778.976,5.86,11.19988,7.010015,17.89843,0.05689145,2.0,0.02723228,0.002962696,0.001766143,0.002628384,0.00773613,0.0,0.0
35,02/04/2018 13:00,1.127346,108.452,8.18723,1.942456,0.0,3.150815,2.734068,1557.537,5.86,11.29897,6.954174,17.76824,0.08495641,2.0,0.05689145,0.02723228,0.002962696,0.001766143,0.002628384,0.0,0.0
36,02/04/2018 13:20,1.637984,163.1585,6.735414,2.217183,0.0,3.141748,2.623848,1570.008,5.86,11.3,6.91494,17.44191,0.1286358,2.0,0.08495641,0.05689145,0.02723228,0.002962696,0.001766143,0.0,0.0
37,02/04/2018 13:40,0.7194217,75.44611,5.252088,2.499181,0.0,3.134776,2.687902,1402.609,5.853503,11.34915,6.87823,17.10432,0.30829881003555476,2.0,0.1286358,0.08495641,0.05689145,0.02723228,0.002962696,0.9641333095204117,1.0
38,02/04/2018 14:00,0.9747525,87.51318,3.856814,2.767978,0.0,3.140216,2.66924,1341.546,5.849999,11.4,6.845251,17.38389,0.191103,2.0,0.1569643,0.1286358,0.08495641,0.05689145,0.02723228,0.0,0.0
39,02/04/2018 14:20,0.8480712,78.74885,2.450348,2.988924,0.0,3.151853,1.910352,722.9912,5.849999,11.4,6.811761,17.51542,0.1135523,2.0,0.191103,0.1569643,0.1286358,0.08495641,0.05689145,0.0,0.0
40,02/04/2018 17:20,52.41003,4914.809,1.441814,2.389737,0.0,0.1360925,0.86138,166.4614,3.991967,11.4,6.793565,20.68777,0.06158078,2.0,0.1135523,0.191103,0.1569643,0.1286358,0.08495641,0.0,0.0
41,02/04/2018 17:40,327.679,32532.68,9.753126,1.165716,0.0,2.884055,0.9906774,1486.141,4.805189,11.49347,6.998343,19.86525,0.9889002635413469,2.0,0.06158078,0.1135523,0.191103,0.1569643,0.1286358,-0.5045073516972977,1.0
42,02/04/2018 18:00,194.086,19155.12,7.899615,1.092921,0.0,3.336963,2.382475,2266.771,5.374574,11.59806,6.941509,18.97512,4.433476,2.0,1.995792,0.06158078,0.1135523,0.191103,0.1569643,0.0,0.0
43,02/04/2018 18:20,139.2869,13741.07,9.059522,1.284898,0.0,3.033967,2.058074,2342.994,5.841475,11.6,6.970847,18.36716,4.175184,2.0,4.433476,1.995792,0.06158078,0.1135523,0.191103,0.0,0.0
44,02/04/2018 18:40,5.209126,498.9865,8.750085,1.453806,0.0,2.990474,2.402293,2147.044,6.019694,11.6,6.974588,18.49891,3.206234,2.0,4.175184,4.433476,1.995792,0.06158078,0.1135523,0.0,0.0
45,02/04/2018 19:00,0.765682,64.9923,6.969659,1.691435,0.0,3.099999,2.501006,1774.886,6.019999,11.69687,6.929521,18.21608,2.335412,2.0,3.206234,4.175184,4.433476,1.995792,0.06158078,0.0,0.0
46,02/04/2018 19:20,0.6296265,49.07753,5.778572,1.959669,0.0,3.102481,2.763221,1677.263,6.019228,11.7,6.901291,17.9577,1.979547,2.0,2.335412,3.206234,4.175184,4.433476,1.995792,0.0,0.0
47,02/04/2018 19:40,1.152023,90.63979,4.636493,2.151697,0.0,3.102001,2.650978,1667.644,6.010001,11.69873,6.875528,17.78597,1.77278,2.0,1.979547,2.335412,3.206234,4.175184,4.433476,0.0,0.0
48,02/04/2018 20:00,1.366256,111.723,3.445126,2.338297,0.0,3.093523,2.729399,1373.302,6.010001,11.62305,6.853522,17.97243,1.316618,2.0,1.77278,1.979547,2.335412,3.206234,4.175184,0.0,0.0
49,02/04/2018 20:20,1.87544,161.24,2.236435,2.494537,0.0,3.09093,2.697004,1499.905,6.010001,11.6,6.831059,17.54576,1.338257,2.0,1.316618,1.77278,1.979547,2.335412,3.206234,0.0,0.0
50,02/04/2018 20:40,0.3504342,30.36913,1.189101,2.692642,0.0,3.056814,1.36587,362.8126,6.010001,11.62695,6.807524,19.52264,0.48670058525577736,2.0,1.338257,1.316618,1.77278,1.979547,2.335412,0.855168871835229,1.0
51,02/04/2018 23:40,158.9717,16279.45,7.031851,1.05486,0.0,3.259635,1.163357,1650.649,4.84866,11.72118,6.977033,19.93539,2.686359,2.0,0.2623484,1.338257,1.316618,1.77278,1.979547,0.0,0.0
52,03/04/2018 00:00,163.135,16485.1,5.409172,1.0345,0.0,3.357222,2.461992,1840.524,5.259076,11.8,6.924052,19.09302,4.268612,2.0,2.686359,0.2623484,1.338257,1.316618,1.77278,0.0,0.0
53,03/04/2018 00:20,80.32766,7976.749,5.88702,1.241851,0.0,3.145511,1.961806,2350.127,5.61278,11.8,6.940001,18.95575,4.957343,2.0,4.268612,2.686359,0.2623484,1.338257,1.316618,0.0,0.0
54,03/04/2018 00:40,0.532705,45.88179,5.090661,1.454846,0.0,3.212205,2.360876,2442.902,5.685232,11.8,6.931528,18.66786,7.684235753012761,2.0,4.957343,4.268612,2.686359,0.2623484,1.338257,0.6745146972101709,1.0
55,03/04/2018 01:00,1.00232,84.14767,4.017318,1.655712,0.0,3.233966,2.508672,1778.976,5.68,11.8,6.90975,18.50664,2.885252,2.0,4.588933,4.957343,4.268612,2.686359,0.2623484,0.0,0.0
56,03/04/2018 01:20,1.768218,146.9413,2.935386,1.868621,0.0,3.260101,2.586199,1778.976,5.68,11.8,6.900001,18.1987,2.585088,2.0,2.885252,4.588933,4.957343,4.268612,2.686359,0.0,0.0
57,03/04/2018 01:40,1.017309,78.17188,1.836192,2.118523,0.0,3.186117,2.625434,1534.541,5.68,11.8,6.878299,18.29636,1.929651,2.0,2.585088,2.885252,4.588933,4.957343,4.268612,0.0,0.0
58,03/04/2018 02:00,1.26575,99.65874,0.7827173,2.346876,0.0,3.209434,2.749203,1367.366,5.68,11.8,6.853545,18.35216,0.7582676533074317,2.0,1.929651,2.585088,2.885252,4.588933,4.957343,-0.5005410081641074,1.0
59,03/04/2018 02:20,0.7579418,60.38673,0.05449752,2.548351,0.0,3.214106,1.191841,165.6184,5.68,11.8,6.849999,19.13286,0.1788763,2.0,1.518178,1.929651,2.585088,2.885252,4.588933,0.0,0.0
60,03/04/2018 05:00,0.6285708,38.03829,0.0,1.804705,0.0,0.07000001,0.8433074,470.5076,4.019345,11.8,6.87,18.82376,1.030322,2.0,0.1788763,1.518178,1.929651,2.585088,2.885252,0.0,0.0
61,03/04/2018 05:20,193.9877,15295.19,0.03318115,1.149603,0.0,3.85388,0.8966994,375.5031,4.275529,11.79433,6.90813,19.55017,0.7540079,2.0,1.030322,0.1788763,1.518178,1.929651,2.585088,0.0,0.0
62,03/04/2018 05:40,104.7588,8234.047,1.772671,1.217082,0.0,3.539782,2.501891,2089.882,4.684092,11.66235,6.974618,19.46828,4.435822,2.0,0.7540079,1.030322,0.1788763,1.518178,1.929651,0.0,0.0
63,03/04/2018 06:00,131.0585,9859.619,1.253892,1.541839,0.0,3.33331,2.741323,1540.016,5.037459,11.6,6.940001,18.55669,4.243329,2.0,4.435822,0.7540079,1.030322,0.1788763,1.518178,0.0,0.0
64,03/04/2018 06:20,27.16943,2019.817,0.3827359,1.803782,0.0,3.362164,2.804226,1285.704,5.253606,11.52642,6.933917,17.98767,3.044801,2.0,4.243329,4.435822,0.7540079,1.030322,0.1788763,0.0,0.0
65,03/04/2018 06:40,0.25823,15.96508,0.0,2.060547,0.0,3.376253,3.406591,1010.131,5.260001,11.5,6.919999,18.0752,2.130502,2.0,3.044801,4.243329,4.435822,0.7540079,1.030322,0.0,0.0
66,03/04/2018 07:00,0.771437,48.7082,0.0,2.374741,0.0,3.364928,3.585456,615.6359,5.260001,11.5,6.928033,19.31781,0.882314,2.0,2.130502,3.044801,4.243329,4.435822,0.7540079,0.0,0.0
67,03/04/2018 07:20,0.9295634,58.78468,0.0,2.644408,0.0,3.402253,2.784425,551.8218,5.257344,11.5,6.940001,20.94564,0.06571064,2.0,0.882314,2.130502,3.044801,4.243329,4.435822,0.0,0.0
68,03/04/2018 10:20,2.14957,217.7748,0.004404165,1.73631,0.0,2.550547,1.181459,781.3904,3.981786,11.6389,6.96,18.83607,1.882607,2.0,0.06571064,0.882314,2.130502,3.044801,4.243329,0.0,0.0
69,03/04/2018 10:40,2.504201,266.6256,0.0,1.459653,0.0,4.22763,2.753961,1014.221,3.98,11.7,6.972662,18.62082,4.099977339566118,2.0,1.882607,0.06571064,0.882314,2.130502,3.044801,0.5796130695465553,1.0
70,03/04/2018 11:00,254.9783,29691.41,0.0,1.748762,0.0,4.175169,2.743765,411.1877,4.233409,11.79457,6.980001,19.58823,1.6420151562012222,2.0,2.595558,1.882607,0.06571064,0.882314,2.130502,0.9330531211529535,1.0
71,03/04/2018 11:20,178.2367,21093.21,7.87551,1.873368,0.0,3.27874,1.367827,2433.6,5.00899,11.82516,7.115484,19.33834,4.689801885707231,2.0,0.8494413,2.595558,1.882607,0.06571064,0.882314,0.6719597249981485,1.0
72,03/04/2018 11:40,190.0979,22521.77,7.843118,2.133069,0.0,3.10165,2.302446,2286.686,5.561052,11.9,7.031349,18.57795,3.889654272250939,2.0,2.804973,0.8494413,2.595558,1.882607,0.06571064,0.5139937263907652,1.0
73,03/04/2018 12:00,6.044611,711.8172,6.978932,2.367758,0.0,3.152732,2.369703,2179.508,5.760001,11.95082,7.020683,18.47513,0.19875512835356468,2.0,2.569135,2.804973,0.8494413,2.595558,1.882607,-0.8949882398562237,1.0
74,03/04/2018 12:20,0.128619,12.34019,4.912101,2.684466,0.0,3.21,2.295718,1778.976,5.75661,12.00423,6.968543,18.0715,2.387735951364312,2.0,1.892694,2.569135,2.804973,0.8494413,2.595558,0.6912551105311481,1.0
75,03/04/2018 12:40,1.137636,114.581,3.555199,2.947296,0.0,3.206578,2.417773,1778.976,5.75,12.1,6.928407,18.12218,1.204025,2.0,1.411813,1.892694,2.569135,2.804973,0.8494413,0.0,0.0
76,03/04/2018 13:00,0.4575447,38.79536,2.270921,3.186744,0.0,3.193254,2.65593,1778.976,5.75,12.1,6.900271,17.98042,1.098079,2.0,1.204025,1.411813,1.892694,2.569135,2.804973,0.0,0.0
77,03/04/2018 13:20,1.066419,101.1001,1.022486,3.421432,0.0,3.191079,2.656084,1541.499,5.75,12.1,6.872405,18.06585,1.5430577958455007,2.0,1.098079,1.204025,1.411813,1.892694,2.569135,0.9723273483755057,1.0
78,03/04/2018 13:40,1.390334,139.7151,0.1724754,3.637281,0.0,3.186644,2.310579,647.7177,5.75,12.16055,6.86,19.23686,0.2039218,2.0,0.7823538,1.098079,1.204025,1.411813,1.892694,0.0,0.0
79,03/04/2018 16:20,0.2807084,25.3975,0.0,3.641233,0.0,0.3240575,0.652133,128.2609,4.179642,12.3147,6.86,20.39794,0.1132459,2.0,0.2039218,0.7823538,1.098079,1.204025,1.411813,0.0,0.0
80,03/04/2018 16:40,8.986258,888.9487,0.0,2.384618,0.0,2.914703,1.510431,856.7622,3.982515,12.3,6.887384,19.39356,1.184926,2.0,0.1132459,0.2039218,0.7823538,1.098079,1.204025,0.0,0.0
81,03/04/2018 17:00,293.246,29511.09,5.136687,1.824777,0.0,3.478455,0.6954269,1282.819,4.641891,12.31178,7.017713,18.94843,2.244759,2.0,1.184926,0.1132459,0.2039218,0.7823538,1.098079,0.0,0.0
82,03/04/2018 17:20,171.2956,17328.05,6.49473,1.74694,0.0,3.255722,1.787537,2842.684,5.137822,12.4,7.005784,18.92072,4.800787,2.0,2.244759,1.184926,0.1132459,0.2039218,0.7823538,0.0,0.0
83,03/04/2018 17:40,119.6333,12112.92,5.320333,1.953396,0.0,3.236294,1.676648,2515.104,5.514081,12.4,6.976444,18.51151,3.46835,2.0,4.800787,2.244759,1.184926,0.1132459,0.2039218,0.0,0.0
84,03/04/2018 18:00,3.930768,388.3194,4.058773,2.215033,0.0,3.25,1.943878,2515.104,5.660001,12.4,6.956313,18.3862,2.927515,2.0,3.46835,4.800787,2.244759,1.184926,0.1132459,0.0,0.0
85,03/04/2018 18:20,0.6070425,48.02101,2.753606,2.441091,0.0,3.273737,2.372185,2126.619,5.660001,12.4,6.93147,18.1855,2.142751,2.0,2.927515,3.46835,4.800787,2.244759,1.184926,0.0,0.0
86,03/04/2018 18:40,1.137112,95.04001,1.387376,2.6934,0.0,3.239355,2.259797,1762.617,5.660001,12.4,6.902315,18.20432,1.568542,2.0,2.142751,2.927515,3.46835,4.800787,2.244759,0.0,0.0
87,03/04/2018 19:00,0.5081935,39.42522,0.3506306,2.931092,0.0,3.231044,2.63418,1422.54,5.660001,12.4,6.880313,18.50022,1.7633518287275782,2.0,1.568542,2.142751,2.927515,3.46835,4.800787,0.9138816855030933,1.0
88,03/04/2018 19:20,2.389163,217.3777,0.0,3.171033,0.0,3.28327,2.648948,1105.668,5.656481,12.35204,6.87,18.71729,1.0887254266694928,2.0,0.9213484,1.568542,2.142751,2.927515,3.46835,0.7086553001753229,1.0
89,03/04/2018 22:20,0.5079082,43.39255,0.0,2.761226,0.0,0.0,0.7037904,256.0419,3.999078,12.3,6.90885,20.55861,0.2646619,2.0,0.6371826,0.9213484,1.568542,2.142751,2.927515,0.0,0.0
90,03/04/2018 22:40,245.7359,26181.86,3.180153,1.865386,0.0,2.243662,0.9404578,297.919,4.313409,12.3,7.015952,19.40562,0.4665633,2.0,0.2646619,0.6371826,0.9213484,1.568542,2.142751,0.0,0.0
91,03/04/2018 23:00,202.0901,21607.24,6.444643,1.239011,0.0,3.294069,1.359731,3641.097,5.008204,12.31094,7.050477,19.44578,5.316789,2.0,0.4665633,0.2646619,0.6371826,0.9213484,1.568542,0.0,0.0
92,03/04/2018 23:20,167.7605,17920.35,5.57903,1.39991,0.0,3.331648,1.814053,3268.575,5.51109,12.4,7.00463,18.98429,4.023898,2.0,5.316789,0.4665633,0.2646619,0.6371826,0.9213484,0.0,0.0
93,03/04/2018 23:40,69.77321,7427.027,6.413367,1.573905,0.0,3.0202,1.876691,2914.011,5.901404,12.40034,7.044253,18.91657,2.763399,2.0,4.023898,5.316789,0.4665633,0.2646619,0.6371826,0.0,0.0
94,04/04/2018 00:00,0.01225,0.06374656,4.240665,1.854018,0.0,3.201126,1.890108,2515.104,5.919999,12.4845,6.994498,18.29619,2.195986,2.0,2.763399,4.023898,5.316789,0.4665633,0.2646619,0.0,0.0
95,04/04/2018 00:20,1.496268,127.964,2.946121,2.123643,0.0,3.141192,2.238994,2148.088,5.919999,12.5,6.961504,18.13706,0.449231512052336,2.0,2.195986,2.763399,4.023898,5.316789,0.4665633,-0.7361456758693977,1.0
96,04/04/2018 00:40,1.326189,126.0843,1.551384,2.384571,0.0,3.15582,2.443594,2003.746,5.919999,12.5,6.928496,17.84833,1.424175,2.0,1.702574,2.195986,2.763399,4.023898,5.316789,0.0,0.0
97,04/04/2018 01:00,0.9554569,79.715,0.4160967,2.620594,0.0,3.063927,2.640836,1574.25,5.916036,12.5,6.901765,18.19083,0.9719213,2.0,1.424175,1.702574,2.195986,2.763399,4.023898,0.0,0.0
98,04/04/2018 01:20,1.788412,160.2698,0.0,2.895187,0.0,3.07248,2.642018,1067.426,5.910001,12.5,6.89,18.23289,0.23469877693735403,2.0,0.9719213,1.424175,1.702574,2.195986,2.763399,-0.6168133810422142,1.0
99,04/04/2018 01:40,0.7435716,57.3116,0.0,3.122241,0.0,3.085533,1.009992,17.55301,5.910001,12.5,6.89,19.5026,0.009985543,2.0,0.6124921,0.9719213,1.424175,1.702574,2.195986,0.0,0.0
100,04/04/2018 04:40,0.0,0.0,0.0,2.431829,0.0,0.0,0.64,29.26436,4.305344,12.3,6.929999,20.81635,0.01058681,2.0,0.009985543,0.6124921,0.9719213,1.424175,1.702574,0.0,0.0
101,04/04/2018 05:00,2.75141,236.7704,0.0,1.378323,0.0,3.264274,1.370856,956.0068,3.971602,12.3957,6.952692,19.31587,0.17449255066205893,2.0,0.01058681,0.009985543,0.6124921,0.9719213,1.424175,-0.83150063476077,1.0
102,04/04/2018 05:20,173.8523,15274.31,0.0,1.375483,0.0,4.189047,1.145052,383.9384,4.088973,12.38096,6.96,19.17312,0.7276873993966265,2.0,1.035568,0.01058681,0.009985543,0.6124921,0.9719213,0.5496284711450998,1.0
103,04/04/2018 05:40,156.2433,13667.85,2.818169,1.620104,0.0,3.283287,1.461591,1749.296,4.717804,12.23604,7.042133,18.8379,1.844561,2.0,0.4695883,1.035568,0.01058681,0.009985543,0.6124921,0.0,0.0
104,04/04/2018 06:00,161.6985,13837.11,1.509896,1.7836,0.0,3.37113,2.296109,1762.617,5.176307,12.08132,6.980001,18.17574,1.688663,2.0,1.844561,0.4695883,1.035568,0.01058681,0.009985543,0.0,0.0
105,04/04/2018 06:20,78.30542,6597.137,1.01011,2.067555,0.0,3.20945,2.593304,1558.819,5.54584,12.0,6.974876,17.5958,2.3787699361307793,2.0,1.688663,1.844561,0.4695883,1.035568,0.01058681,0.9263681542173073,1.0
106,04/04/2018 06:40,0.0,0.0,0.07077492,2.399148,0.0,3.245512,3.133661,1165.667,5.589999,12.0,6.96,17.54276,0.7926122,2.0,1.234847,1.688663,1.844561,0.4695883,1.035568,0.0,0.0
107,04/04/2018 07:00,0.3975808,23.07386,0.0,2.674104,0.0,3.264994,4.154554,830.3701,5.583878,12.0,6.96,18.82639,0.6642516394452935,2.0,0.7926122,1.234847,1.688663,1.844561,0.4695883,0.6595906097891584,1.0
108,04/04/2018 07:20,1.750719,115.7003,0.0,2.949044,0.0,3.307136,2.940783,568.3914,5.580001,12.0,6.96,18.72314,0.43952034537059187,2.0,0.4002503,0.7926122,1.234847,1.688663,1.844561,0.6149894410322514,1.0
109,04/04/2018 07:40,1.395775,90.99708,0.0,3.215997,0.0,3.32247,1.973874,208.3759,5.580001,12.0,6.96,18.98181,0.1095059,2.0,0.2721506,0.4002503,0.7926122,1.234847,1.688663,0.0,0.0
110,04/04/2018 10:20,0.25091,18.60557,0.0,5.449999,0.0,0.1116153,0.7318986,358.7178,4.050764,12.03172,6.980001,19.61082,0.0031479173359339613,2.0,0.1095059,0.2721506,0.4002503,0.7926122,1.234847,-0.9275404865288297,1.0
111,04/04/2018 10:40,3.045474,301.3317,0.0,5.449999,1.34963,2.731635,1.912387,735.0353,3.970001,12.1,6.980001,19.12286,0.05579517,2.0,0.04344381,0.1095059,0.2721506,0.4002503,0.7926122,0.0,0.0
112,04/04/2018 11:00,235.308,25253.45,0.0,5.449999,29.58154,4.114338,2.494148,557.6713,4.155452,12.17861,6.980001,19.11068,0.03073699,2.0,0.05579517,0.04344381,0.1095059,0.2721506,0.4002503,0.0,0.0
113,04/04/2018 11:20,142.9026,15819.73,0.0,5.449999,7.557795,3.157563,1.25262,2247.203,4.845382,12.28972,7.130347,19.21975,0.0753071575405092,2.0,0.03073699,0.05579517,0.04344381,0.1095059,0.2721506,0.6448349782415174,1.0
