,Time [-],inflow [l/s],NH4_load [gN/h],NH4 [gN/m3],NO3 [gN/m3],NO2 [gN/m3],TS [g/l],DO [gO2/l],airflow [m3/h],level [m],temp [Ã‚Â°C],pH [-],O2_Offgas [%],N2O [kgN/h],tank_nr,N2O [kgN/h]_delay_1,N2O [kgN/h]_delay_2,N2O [kgN/h]_delay_3,N2O [kgN/h]_delay_4,N2O [kgN/h]_delay_5
1351,10/05/2018 14:00,2.874154,151.0522,-0.01008933,12.94159,0.0,2.711294,2.541511,1299.976,5.525007,15.9,6.718333,15.72496,0.1214655,4.0,0.2047179,0.08134171,0.04134597,0.01584873,0.03676879
1352,10/05/2018 16:20,156.5845,10663.42,-0.05859508,14.27042,0.0,0.3162217,1.056124,866.3737,3.661052,15.91037,6.724767,19.95723,0.0073514,4.0,0.1214655,0.2047179,0.08134171,0.04134597,0.01584873
1353,10/05/2018 16:40,794.6674,45473.83,1.413495,10.30112,0.0,2.980929,1.069465,4060.973,5.239049,16.05608,6.870145,18.9833,0.07696006,4.0,0.0073514,0.1214655,0.2047179,0.08134171,0.04134597
1354,10/05/2018 17:00,213.0166,8866.557,3.739003,9.641032,0.0,2.241018,1.126895,4060.973,6.718981,16.1,6.961204,18.14602,0.298978,4.0,0.07696006,0.0073514,0.1214655,0.2047179,0.08134171
1355,10/05/2018 17:20,2.948185,68.71688,2.523756,11.02943,0.0,2.362239,1.643391,3665.686,6.787692,16.1,6.889931,17.36544,0.4148964,4.0,0.298978,0.07696006,0.0073514,0.1214655,0.2047179
1356,10/05/2018 17:40,2.842252,61.35794,0.6724672,12.66565,0.0,2.393673,1.746981,2689.222,6.787529,16.18894,6.798425,16.61698,0.3406051,4.0,0.4148964,0.298978,0.07696006,0.0073514,0.1214655
1357,10/05/2018 18:00,1.476121,28.9248,-0.05999999,14.09737,0.0,2.349117,2.013181,754.4131,6.782081,16.2,6.75,18.67825,0.05287271,4.0,0.3406051,0.4148964,0.298978,0.07696006,0.0073514
1358,10/05/2018 21:00,282.6457,15267.48,-0.05999999,11.3386,0.0,2.278048,1.309843,2405.654,3.775319,16.2,6.787124,18.08587,0.1563979,4.0,0.05287271,0.3406051,0.4148964,0.298978,0.07696006
1359,10/05/2018 21:20,139.4992,7908.85,0.3594901,9.046651,0.0,3.286438,1.666579,3437.969,4.505702,16.2,6.800002,17.85452,0.1015897,4.0,0.1563979,0.05287271,0.3406051,0.4148964,0.298978
1360,10/05/2018 21:40,108.1859,6234.628,-0.05999999,10.21616,0.0,3.001071,1.820018,2801.837,4.918449,16.2,6.800002,18.15313,0.1091979,4.0,0.1015897,0.1563979,0.05287271,0.3406051,0.4148964
1361,10/05/2018 22:00,2.313167,121.9762,-0.05999999,11.50087,0.0,2.995403,2.650162,1017.815,4.983318,16.2,6.811268,17.7508,0.02693546,4.0,0.1091979,0.1015897,0.1563979,0.05287271,0.3406051
1362,11/05/2018 00:00,1.415933,77.97179,-0.05999999,9.214406,0.0,2.215815,0.732133,345.1712,3.496501,16.2,6.820001,19.30204,0.000180063,4.0,0.02693546,0.1091979,0.1015897,0.1563979,0.05287271
1363,11/05/2018 01:00,84.25047,6064.005,0.1122635,7.957574,0.0,3.385083,2.183767,2183.293,4.176349,16.2,6.800002,17.83368,0.01727227,4.0,0.000180063,0.02693546,0.1091979,0.1015897,0.1563979
1364,11/05/2018 01:20,8.206115,610.8369,-0.05999999,9.162081,0.0,3.300925,2.910957,1200.37,4.28,16.2,6.800848,18.09728,0.02578141,4.0,0.01727227,0.000180063,0.02693546,0.1091979,0.1015897
1365,11/05/2018 01:40,1.013527,82.55199,-0.05999999,10.15539,0.0,3.315098,3.048175,477.9562,4.28,16.2,6.820001,18.83021,0.006023756,4.0,0.02578141,0.01727227,0.000180063,0.02693546,0.1091979
1366,11/05/2018 02:00,1.269378,96.16969,-0.05999999,10.07,0.0,3.309861,2.364558,283.4836,4.28,16.2,6.820001,19.72153,0.001935972,4.0,0.006023756,0.02578141,0.01727227,0.000180063,0.02693546
1367,11/05/2018 05:00,68.17827,5779.467,0.3824027,5.476256,0.0,3.476337,2.453633,1607.068,3.923823,16.0,6.819703,17.98461,0.000384935,4.0,0.001935972,0.006023756,0.02578141,0.01727227,0.000180063
1368,11/05/2018 05:20,26.63245,2214.858,0.1208565,6.716722,0.0,3.350618,2.763436,1095.657,4.061229,16.0,6.824712,17.82829,0.01140588,4.0,0.000384935,0.001935972,0.006023756,0.02578141,0.01727227
1369,11/05/2018 05:40,1.446428,101.8432,-0.05999999,7.92652,0.0,3.437138,3.256622,651.2239,4.07,16.0,6.805575,17.94209,0.008727504,4.0,0.01140588,0.000384935,0.001935972,0.006023756,0.02578141
1370,11/05/2018 06:00,1.25525,90.6406,-0.05999999,7.929999,0.0,3.469866,2.711407,334.8272,4.07,16.0,6.820001,20.37399,7.804121e-05,4.0,0.008727504,0.01140588,0.000384935,0.001935972,0.006023756
1371,11/05/2018 08:20,255.4928,19725.72,0.9699227,4.949734,0.0,3.550473,0.6125764,1144.11,4.012507,15.89241,6.873774,20.5638,0.003019504,4.0,7.804121e-05,0.008727504,0.01140588,0.000384935,0.001935972
1372,11/05/2018 08:40,158.4598,13925.76,2.487315,5.200104,0.0,3.145752,1.708055,3087.984,4.481335,15.81967,6.891726,18.14978,0.04392444,4.0,0.003019504,7.804121e-05,0.008727504,0.01140588,0.000384935
1373,11/05/2018 09:00,93.41337,8624.594,1.703534,7.175485,0.0,2.93419,1.860487,2641.942,4.883636,15.8,6.829427,17.14566,0.1588585,4.0,0.04392444,0.003019504,7.804121e-05,0.008727504,0.01140588
1374,11/05/2018 09:20,2.176447,160.9781,0.192111,9.388549,0.0,2.978952,2.462112,1448.042,4.935002,15.8,6.77327,18.27844,0.08398879,4.0,0.1588585,0.04392444,0.003019504,7.804121e-05,0.008727504
1375,11/05/2018 09:40,2.861879,253.7,-0.05999999,11.56526,0.0,2.97829,2.724927,592.7924,4.93,15.8,6.765574,16.81478,0.04480839,4.0,0.08398879,0.1588585,0.04392444,0.003019504,7.804121e-05
1376,11/05/2018 12:40,108.5612,10495.76,4.005706,7.255617,0.0,3.325777,1.255104,3972.43,4.244925,16.11634,6.929519,19.20084,0.02227199,4.0,0.04480839,0.08398879,0.1588585,0.04392444,0.003019504
1377,11/05/2018 13:00,93.0389,8657.291,2.868324,8.530963,0.0,3.180716,1.71099,3828.693,4.533796,16.23501,6.864143,18.47791,0.228466,4.0,0.02227199,0.04480839,0.08398879,0.1588585,0.04392444
1378,11/05/2018 13:20,2.797758,205.9005,0.5558277,10.69716,0.0,3.179753,2.093785,2624.751,4.641255,16.3,6.818854,17.25237,0.2948047,4.0,0.228466,0.02227199,0.04480839,0.08398879,0.1588585
1379,11/05/2018 13:40,2.638795,203.8989,-0.05,13.22216,0.0,3.199261,2.623679,762.6296,4.64,16.35909,6.809999,17.39397,0.08273262,4.0,0.2948047,0.228466,0.02227199,0.04480839,0.08398879
1380,11/05/2018 14:00,1.133147,77.38438,-0.05,14.22213,0.0,2.671475,3.33717,229.8667,4.64,16.4,6.809999,19.17665,0.01646474,4.0,0.08273262,0.2948047,0.228466,0.02227199,0.04480839
1381,11/05/2018 17:20,145.5605,11990.49,1.802842,7.329247,0.0,3.825698,0.6765318,1801.65,3.980314,16.7,6.916049,19.70548,0.003000531,4.0,0.01646474,0.08273262,0.2948047,0.228466,0.02227199
1382,11/05/2018 17:40,103.994,8301.47,1.935533,7.094129,0.0,3.696899,1.229132,4060.973,4.248356,16.7,6.900001,19.24377,0.05718008,4.0,0.003000531,0.01646474,0.08273262,0.2948047,0.228466
1383,11/05/2018 18:00,43.99129,3489.4,1.212147,8.297968,0.0,3.395496,1.55846,3689.154,4.507392,16.7,6.901919,18.82692,0.2307011,4.0,0.05718008,0.003000531,0.01646474,0.08273262,0.2948047
1384,11/05/2018 18:20,2.815257,217.7173,0.09013589,10.8122,0.0,3.400182,2.66521,1119.101,4.52,16.7,6.885,18.95053,0.05811305,4.0,0.2307011,0.05718008,0.003000531,0.01646474,0.08273262
1385,11/05/2018 18:40,2.889855,188.6114,-0.05999999,12.13076,0.0,3.319181,2.685259,542.9929,4.52,16.79208,6.900001,18.13729,0.02786421,4.0,0.05811305,0.2307011,0.05718008,0.003000531,0.01646474
1386,11/05/2018 20:40,1.128858,85.19319,0.05751442,7.989625,0.0,4.293176,1.746409,738.2499,3.51,16.7,6.900001,19.12413,0.009238813,4.0,0.02786421,0.05811305,0.2307011,0.05718008,0.003000531
1387,11/05/2018 21:20,118.9386,9433.099,2.256093,6.035076,0.0,3.604239,0.9205286,3973.816,4.17235,16.6,6.950519,19.20547,0.02051358,4.0,0.009238813,0.02786421,0.05811305,0.2307011,0.05718008
1388,11/05/2018 21:40,72.7536,5659.294,1.487758,7.069937,0.0,3.310327,1.491132,4060.973,4.463021,16.6,6.929999,18.02073,0.1202141,4.0,0.02051358,0.009238813,0.02786421,0.05811305,0.2307011
1389,11/05/2018 22:00,1.838076,119.5511,0.2787728,9.314509,0.0,3.356874,2.561455,1671.558,4.538579,16.6,6.909639,17.43505,0.0769233,4.0,0.1202141,0.02051358,0.009238813,0.02786421,0.05811305
1390,11/05/2018 22:20,2.451188,160.3205,-0.05999999,10.97549,0.0,3.316735,2.656406,548.3282,4.53716,16.6,6.90515,19.46225,0.0107037,4.0,0.0769233,0.1202141,0.02051358,0.009238813,0.02786421
1391,12/05/2018 00:20,1.40779,94.89417,0.14114,8.011801,0.0,3.212502,0.9083589,519.634,3.509555,16.6,6.910001,19.21283,0.000583935,4.0,0.0107037,0.0769233,0.1202141,0.02051358,0.009238813
1392,12/05/2018 01:40,67.79269,5905.943,0.4959773,6.92481,0.0,3.546744,1.843383,2988.647,4.058643,16.6,6.889477,19.1109,0.02427561,4.0,0.000583935,0.0107037,0.0769233,0.1202141,0.02051358
1393,12/05/2018 02:00,12.46261,1002.185,0.03393441,8.491851,0.0,3.507728,2.535063,1465.223,4.162317,16.6,6.910001,18.92713,0.04315067,4.0,0.02427561,0.000583935,0.0107037,0.0769233,0.1202141
1394,12/05/2018 02:20,1.76079,143.2635,-0.05999999,9.6791,0.0,3.527848,3.036237,547.7618,4.162522,16.6,6.924723,20.25592,0.003701111,4.0,0.04315067,0.02427561,0.000583935,0.0107037,0.0769233
1395,12/05/2018 02:40,1.259586,98.60058,-0.05999999,9.80842,0.0,3.563454,2.604733,391.8391,4.169999,16.6,6.916183,18.63834,0.006721181,4.0,0.003701111,0.04315067,0.02427561,0.000583935,0.0107037
1396,12/05/2018 05:20,64.25091,5992.55,0.5582321,6.396929,0.0,3.544607,2.128246,2128.093,3.976097,16.5,6.904609,18.43265,0.01562671,4.0,0.006721181,0.003701111,0.04315067,0.02427561,0.000583935
1397,12/05/2018 05:40,20.18677,1826.585,0.07329707,8.088249,0.0,3.447664,2.972258,1147.284,4.095534,16.5,6.904892,18.07144,0.02308707,4.0,0.01562671,0.006721181,0.003701111,0.04315067,0.02427561
1398,12/05/2018 06:00,1.101145,72.9536,-0.05999999,9.221747,0.0,3.539497,3.423085,564.9371,4.099999,16.5,6.905163,18.88794,0.01313115,4.0,0.02308707,0.01562671,0.006721181,0.003701111,0.04315067
1399,12/05/2018 06:20,1.802047,138.1477,-0.05999999,9.29101,0.0,3.583945,2.728521,297.5355,4.099999,16.5,6.919999,20.86407,0.000359446,4.0,0.01313115,0.02308707,0.01562671,0.006721181,0.003701111
1400,12/05/2018 07:40,0.1286335,7.985036,-0.05999999,8.554889,0.0,0.4477513,0.4477997,4.0896,3.676412,16.5,6.919999,20.90061,3.213299e-06,4.0,0.000359446,0.01313115,0.02308707,0.01562671,0.006721181
1401,12/05/2018 08:00,1.76934,118.551,-0.05999999,7.083661,0.0,3.390807,0.7415407,525.7998,3.51,16.5,6.919999,19.11727,0.002404965,4.0,3.213299e-06,0.000359446,0.01313115,0.02308707,0.01562671
1402,12/05/2018 08:20,1.136842,70.94191,-0.05000342,6.664474,0.0,4.244617,1.742021,218.3841,3.500245,16.55643,6.919893,20.23241,0.000519232,4.0,0.002404965,3.213299e-06,0.000359446,0.01313115,0.02308707
1403,12/05/2018 09:00,196.0942,13677.34,0.5412635,6.590147,0.0,3.858922,1.025818,940.3076,3.842019,16.52722,6.948495,19.51472,0.000624805,4.0,0.000519232,0.002404965,3.213299e-06,0.000359446,0.01313115
1404,12/05/2018 09:20,120.7803,8396.4,1.135647,6.721723,0.0,3.236418,2.008494,2538.504,4.243402,16.4378,6.927351,18.0324,0.02949619,4.0,0.000624805,0.000519232,0.002404965,3.213299e-06,0.000359446
1405,12/05/2018 09:40,74.34852,5266.286,0.4958385,8.557643,0.0,3.037966,2.212368,1877.236,4.547806,16.4,6.849999,17.21429,0.07134057,4.0,0.02949619,0.000624805,0.000519232,0.002404965,3.213299e-06
1406,12/05/2018 10:00,1.137879,66.56769,-0.05999999,10.40508,0.0,3.121125,3.317939,748.36,4.591789,16.4,6.849999,18.70362,0.02615943,4.0,0.07134057,0.02949619,0.000624805,0.000519232,0.002404965
1407,12/05/2018 10:20,1.510464,110.4924,-0.05999999,11.43427,0.0,3.125735,2.704978,413.6978,4.589999,16.40166,6.849999,18.91848,0.007737099,4.0,0.02615943,0.07134057,0.02949619,0.000624805,0.000519232
1408,12/05/2018 10:40,0.13889,13.4327,-0.05999999,11.52,0.0,2.998226,1.700052,2.04078,4.589999,16.5,6.849999,19.32155,3.502413e-05,4.0,0.007737099,0.02615943,0.07134057,0.02949619,0.000624805
1409,12/05/2018 13:20,122.7605,11735.56,1.963186,8.104116,0.0,3.407317,1.340505,3831.667,4.054728,16.8343,6.908935,18.70415,0.02352316,4.0,3.502413e-05,0.007737099,0.02615943,0.07134057,0.02949619
1410,12/05/2018 13:40,119.0284,11462.17,2.022082,9.033333,0.0,3.14773,1.698649,3478.876,4.399408,16.9,6.871847,18.29417,0.2113942,4.0,0.02352316,3.502413e-05,0.007737099,0.02615943,0.07134057
1411,12/05/2018 14:00,2.007668,151.868,1.306422,10.68059,0.0,3.105489,2.084904,2314.61,4.540476,16.94276,6.895127,17.98014,0.2651162,4.0,0.2113942,0.02352316,3.502413e-05,0.007737099,0.02615943
1412,12/05/2018 14:20,1.890115,164.4269,0.01333599,13.28808,0.0,3.188912,2.718991,692.0179,4.54,17.01875,6.86,18.84153,0.05734802,4.0,0.2651162,0.2113942,0.02352316,3.502413e-05,0.007737099
1413,12/05/2018 14:40,2.896124,236.438,-0.07000001,14.40336,0.0,3.163944,2.620627,366.4816,4.54,17.1,6.87988,19.20357,0.02583442,4.0,0.05734802,0.2651162,0.2113942,0.02352316,3.502413e-05
1414,12/05/2018 17:00,101.1843,8835.153,0.7807721,10.25027,0.0,3.290632,0.933115,2566.416,4.052399,17.2,6.930393,19.73741,0.01327481,4.0,0.02583442,0.05734802,0.2651162,0.2113942,0.02352316
1415,12/05/2018 17:20,118.4176,10117.37,1.359293,9.114243,0.0,3.402439,1.314875,4060.973,4.378103,17.2,6.918359,18.90584,0.1330637,4.0,0.01327481,0.02583442,0.05734802,0.2651162,0.2113942
1416,12/05/2018 17:40,16.64394,1382.198,0.440627,10.60517,0.0,3.336334,2.035903,2889.42,4.537898,17.2,6.923563,18.0161,0.2051235,4.0,0.1330637,0.01327481,0.02583442,0.05734802,0.2651162
1417,12/05/2018 18:00,1.908778,125.609,-0.07000001,12.53903,0.0,3.275954,2.663557,819.3507,4.54,17.24391,6.910001,18.0877,0.05165718,4.0,0.2051235,0.1330637,0.01327481,0.02583442,0.05734802
1418,12/05/2018 18:20,2.094221,138.3565,-0.07000001,13.27598,0.0,3.261369,2.695996,493.0864,4.538939,17.3,6.922861,18.33291,0.02215783,4.0,0.05165718,0.2051235,0.1330637,0.01327481,0.02583442
1419,12/05/2018 20:00,0.2580743,16.99821,0.2648553,11.6825,0.0,1.965984,0.467007,98.9332,3.513292,17.2,6.920791,20.04053,0.001270642,4.0,0.02215783,0.05165718,0.2051235,0.1330637,0.01327481
1420,12/05/2018 20:20,99.65476,8240.857,0.1915322,10.14814,0.0,4.404053,1.485952,639.3311,3.553067,17.2,6.910001,18.70603,0.008459426,4.0,0.001270642,0.02215783,0.05165718,0.2051235,0.1330637
1421,12/05/2018 20:40,119.2342,10021.14,1.515635,8.694104,0.0,3.728687,0.6151577,1956.281,4.00371,17.12247,6.966558,20.02718,0.006818107,4.0,0.008459426,0.001270642,0.02215783,0.05165718,0.2051235
1422,12/05/2018 21:00,124.1293,10354.24,2.055779,7.95606,0.0,3.63338,1.162684,4060.973,4.310079,17.1,6.956141,18.13936,0.09317131,4.0,0.006818107,0.008459426,0.001270642,0.02215783,0.05165718
1423,12/05/2018 21:20,25.90151,2126.532,1.260223,9.002965,0.0,3.382885,1.573054,3747.352,4.521277,17.1,6.954243,17.83614,0.2949739,4.0,0.09317131,0.006818107,0.008459426,0.001270642,0.02215783
1424,12/05/2018 21:40,1.644433,117.1935,-0.02449935,11.59138,0.0,3.321258,2.673285,1023.591,4.528087,17.1,6.916128,17.24429,0.09092552,4.0,0.2949739,0.09317131,0.006818107,0.008459426,0.001270642
1425,12/05/2018 22:00,2.88187,230.2272,-0.05999999,12.71791,0.0,3.280611,2.652155,632.3646,4.52085,17.1,6.929999,17.91573,0.04126798,4.0,0.09092552,0.2949739,0.09317131,0.006818107,0.008459426
1426,12/05/2018 22:20,0.139,6.399116,-0.05814799,12.85018,0.0,3.242363,1.354615,4.059582,4.52,17.1,6.929999,20.54753,0.000147674,4.0,0.04126798,0.09092552,0.2949739,0.09317131,0.006818107
1427,13/05/2018 01:00,301.7545,25928.46,1.081833,7.922192,0.0,2.852784,1.149311,4056.883,5.390505,17.1,6.986908,18.46042,0.04209537,4.0,0.000147674,0.04126798,0.09092552,0.2949739,0.09317131
1428,13/05/2018 01:20,189.0057,16121.55,0.7976404,8.729749,0.0,2.543617,1.37192,4064.655,6.223445,17.1,6.96,17.59385,0.1833596,4.0,0.04209537,0.000147674,0.04126798,0.09092552,0.2949739
1429,13/05/2018 01:40,2.388502,193.3677,0.02006385,10.1678,0.0,2.390383,2.042864,2523.189,6.339999,17.1,6.932446,16.69781,0.1851662,4.0,0.1833596,0.04209537,0.000147674,0.04126798,0.09092552
1430,13/05/2018 02:00,3.260303,255.4752,-0.05796399,11.74935,0.0,2.384852,2.537498,829.9756,6.33627,17.1,6.900001,16.12567,0.0544694,4.0,0.1851662,0.1833596,0.04209537,0.000147674,0.04126798
1431,13/05/2018 02:20,1.891003,153.113,-0.05715849,12.55103,0.0,2.364318,2.569333,264.3123,6.33225,17.1,6.912874,16.55587,0.01448821,4.0,0.0544694,0.1851662,0.1833596,0.04209537,0.000147674
1432,13/05/2018 05:20,58.032,4935.088,0.121608,7.959549,0.0,3.444824,2.591506,1567.644,4.156323,17.0,6.88,18.08321,0.0125931,4.0,0.01448821,0.0544694,0.1851662,0.1833596,0.04209537
1433,13/05/2018 05:40,1.737768,122.9411,-0.05999999,9.320827,0.0,3.419608,3.144129,1118.338,4.22,17.0,6.884233,18.3814,0.01772382,4.0,0.0125931,0.01448821,0.0544694,0.1851662,0.1833596
1434,13/05/2018 06:00,1.526183,115.4315,-0.05999999,10.0,0.0,3.436731,3.178251,338.5162,4.22,17.0,6.900001,20.73435,0.000168264,4.0,0.01772382,0.0125931,0.01448821,0.0544694,0.1851662
1435,13/05/2018 09:00,106.232,7461.993,-0.05999999,7.46338,0.0,4.017409,0.8388508,132.9407,3.616691,16.99833,6.907683,20.43007,5.627803e-05,4.0,0.000168264,0.01772382,0.0125931,0.01448821,0.0544694
1436,13/05/2018 09:20,118.9236,8257.423,0.2473805,7.138264,0.0,3.535315,1.828462,2726.455,4.007087,16.90292,6.906051,18.87709,0.01001285,4.0,5.627803e-05,0.000168264,0.01772382,0.0125931,0.01448821
1437,13/05/2018 09:40,116.0868,7999.999,0.04861511,8.388453,0.0,3.252774,2.278813,1749.789,4.35234,16.82951,6.837302,17.66572,0.06007124,4.0,0.01001285,5.627803e-05,0.000168264,0.01772382,0.0125931
1438,13/05/2018 10:00,2.560199,139.6101,-0.05999999,9.921075,0.0,3.183686,3.103227,1079.708,4.46,16.8,6.839999,19.14941,0.03019475,4.0,0.06007124,0.01001285,5.627803e-05,0.000168264,0.01772382
1439,13/05/2018 10:20,1.337145,79.54919,-0.05999999,11.01564,0.0,3.198831,2.779222,286.683,4.46,16.8,6.852798,19.77485,0.002243264,4.0,0.03019475,0.06007124,0.01001285,5.627803e-05,0.000168264
1440,13/05/2018 10:40,1.258577,102.4584,-0.05999999,11.12985,0.0,3.134535,2.330524,232.0441,4.46,16.8,6.841926,19.11311,0.003945937,4.0,0.002243264,0.03019475,0.06007124,0.01001285,5.627803e-05
1441,13/05/2018 13:20,140.8202,17387.94,1.859748,7.267676,0.0,3.741858,1.116548,3022.151,3.94389,16.9,6.927035,18.62767,0.009313113,4.0,0.003945937,0.002243264,0.03019475,0.06007124,0.01001285
1442,13/05/2018 13:40,138.5746,17004.92,2.943918,7.884753,0.0,3.289479,1.639557,4060.973,4.304257,16.9,6.907499,17.87533,0.237198,4.0,0.009313113,0.003945937,0.002243264,0.03019475,0.06007124
1443,13/05/2018 14:00,12.87874,1497.709,2.661108,9.398875,0.0,3.153318,1.656811,3501.037,4.506282,16.92569,6.930106,17.25286,0.4371389,4.0,0.237198,0.009313113,0.003945937,0.002243264,0.03019475
1444,13/05/2018 14:20,2.131583,189.8881,0.309049,11.85226,0.0,3.226716,2.410399,1309.403,4.500718,17.0,6.862914,18.51274,0.1403631,4.0,0.4371389,0.237198,0.009313113,0.003945937,0.002243264
1445,13/05/2018 14:40,2.385463,250.4672,-0.07000001,14.00128,0.0,3.233884,2.664229,628.399,4.5,17.0,6.868047,19.34091,0.04686195,4.0,0.1403631,0.4371389,0.237198,0.009313113,0.003945937
1446,13/05/2018 16:40,123.7521,12239.88,2.753181,9.571385,0.0,3.525944,0.888876,2565.972,4.040483,17.0,6.979182,19.44392,0.01783559,4.0,0.04686195,0.1403631,0.4371389,0.237198,0.009313113
1447,13/05/2018 17:00,104.7865,10265.26,2.6462,9.54342,0.0,3.512914,1.442422,4060.973,4.30617,17.0,6.932915,17.63747,0.1319472,4.0,0.01783559,0.04686195,0.1403631,0.4371389,0.237198
1448,13/05/2018 17:20,28.62817,2770.195,1.447759,10.62183,0.0,3.369302,1.536858,3632.385,4.522471,17.0,6.923544,17.40597,0.3339881,4.0,0.1319472,0.01783559,0.04686195,0.1403631,0.4371389
1449,13/05/2018 17:40,1.887864,170.2039,0.01728998,12.85756,0.0,3.239799,2.646334,1101.892,4.52,17.0,6.887179,17.47252,0.108873,4.0,0.3339881,0.1319472,0.01783559,0.04686195,0.1403631
1450,13/05/2018 18:00,3.520232,323.0944,-0.07000001,14.36933,0.0,3.270267,2.598712,656.8607,4.52,17.0,6.900001,18.06723,0.04637989,4.0,0.108873,0.3339881,0.1319472,0.01783559,0.04686195
1451,13/05/2018 19:40,0.25003,19.67093,0.06364975,13.53548,0.0,0.7418414,0.5207777,101.2097,3.510878,17.0,6.902891,20.43389,0.000265213,4.0,0.04637989,0.108873,0.3339881,0.1319472,0.01783559
1452,13/05/2018 20:00,1.661638,128.4283,0.4723637,11.83669,0.0,4.221357,1.686564,637.4843,3.5,17.0,6.919999,19.52159,0.006721295,4.0,0.000265213,0.04637989,0.108873,0.3339881,0.1319472
1453,13/05/2018 21:00,121.5239,11560.05,3.866317,9.032228,0.0,3.740581,1.077936,4060.973,4.36829,16.9,6.984385,19.38941,0.07459004,4.0,0.006721295,0.000265213,0.04637989,0.108873,0.3339881
1454,13/05/2018 21:20,52.51945,4882.163,3.013291,9.747882,0.0,3.328361,1.275014,4060.973,4.662244,16.9,6.976396,18.89702,0.3537179,4.0,0.07459004,0.006721295,0.000265213,0.04637989,0.108873
1455,13/05/2018 21:40,2.582831,192.6538,0.982181,11.7643,0.0,3.208465,1.910937,2904.729,4.679956,16.9,6.923508,17.76594,0.3418708,4.0,0.3537179,0.07459004,0.006721295,0.000265213,0.04637989
1456,13/05/2018 22:00,2.945472,240.6115,0.04012109,13.7636,0.0,3.225301,2.626333,825.9877,4.68,16.9,6.900001,18.23086,0.07214581,4.0,0.3418708,0.3537179,0.07459004,0.006721295,0.000265213
1457,13/05/2018 22:20,1.891268,143.8664,0.0,14.92909,0.0,3.210154,2.253637,320.0573,4.68,16.90341,6.913539,20.00245,0.01220393,4.0,0.07214581,0.3418708,0.3537179,0.07459004,0.006721295
1458,14/05/2018 00:00,0.4890834,33.81574,0.1133965,12.64702,0.0,1.802802,0.6316824,153.5765,3.500723,16.9,6.919999,19.6196,0.00445998,4.0,0.01220393,0.07214581,0.3418708,0.3537179,0.07459004
1459,14/05/2018 00:20,1.036245,84.84892,0.2980525,11.34,0.0,4.264245,1.760054,584.6012,3.5,16.9,6.919999,19.25079,0.01368674,4.0,0.00445998,0.01220393,0.07214581,0.3418708,0.3537179
1460,14/05/2018 01:00,70.52548,6890.693,2.338458,8.802663,0.0,3.705864,0.9713874,4058.199,4.040882,16.83805,6.984389,19.00291,0.04335727,4.0,0.01368674,0.00445998,0.01220393,0.07214581,0.3418708
1461,14/05/2018 01:20,83.58128,8224.041,2.028282,9.445265,0.0,3.609467,1.183441,4060.973,4.27278,16.80193,6.976217,18.31219,0.2361107,4.0,0.04335727,0.01368674,0.00445998,0.01220393,0.07214581
1462,14/05/2018 01:40,2.626684,227.8855,0.6731123,11.05837,0.0,3.432844,2.032287,2843.165,4.351497,16.83344,6.966164,18.37981,0.2794341,4.0,0.2361107,0.04335727,0.01368674,0.00445998,0.01220393
1463,14/05/2018 02:00,3.63207,319.7779,0.04643567,13.23092,0.0,3.471265,2.558509,843.9425,4.349999,16.9,6.948505,18.4466,0.05995343,4.0,0.2794341,0.2361107,0.04335727,0.01368674,0.00445998
1464,14/05/2018 02:20,0.8794693,85.2173,-0.04737891,13.88223,0.0,3.415697,2.280014,190.7861,4.349999,16.9,6.96,20.49353,0.00297107,4.0,0.05995343,0.2794341,0.2361107,0.04335727,0.01368674
1465,14/05/2018 04:00,1.89502,177.0869,0.3882344,10.71848,0.0,4.290923,1.266581,738.7867,3.5,16.9,6.96,18.67073,0.002565512,4.0,0.00297107,0.05995343,0.2794341,0.2361107,0.04335727
1466,14/05/2018 05:00,92.54306,9201.645,0.7755608,9.701359,0.0,3.36034,1.923113,2235.517,4.098256,16.74784,6.916765,16.91282,0.05272883,4.0,0.002565512,0.00297107,0.05995343,0.2794341,0.2361107
1467,14/05/2018 05:20,3.078887,266.2592,0.1466409,11.1433,0.0,3.477425,2.71813,1538.077,4.21,16.7,6.920001,17.49119,0.0720792,4.0,0.05272883,0.002565512,0.00297107,0.05995343,0.2794341
1468,14/05/2018 05:40,1.797648,138.3744,-0.05999999,12.67242,0.0,3.467841,3.071702,395.5446,4.21,16.7,6.928481,17.9759,0.01881697,4.0,0.0720792,0.05272883,0.002565512,0.00297107,0.05995343
1469,14/05/2018 06:00,1.893092,153.909,-0.05999999,12.7468,0.0,3.453175,2.396667,260.0315,4.21,16.7,6.929999,18.86333,0.01006873,4.0,0.01881697,0.0720792,0.05272883,0.002565512,0.00297107
1470,14/05/2018 07:40,1.683099,122.7306,0.4495114,10.12434,0.0,3.736245,1.10069,709.7597,3.5,16.7,6.929999,18.42186,0.002792871,4.0,0.01006873,0.01881697,0.0720792,0.05272883,0.002565512
1471,14/05/2018 08:00,1.339539,86.25649,0.209772,10.13,0.0,4.186628,1.324132,126.6262,3.5,16.7,6.929999,19.95574,3.245225e-05,4.0,0.002792871,0.01006873,0.01881697,0.0720792,0.05272883
